,2Means_pept,3Means_pept,100Means_pept,1000Means_pept,500Means_pept
25230,0,1,79,147,48
25231,1,2,80,919,128
25232,0,2,40,28,70
25233,1,2,43,81,4
25234,0,2,7,880,68
25235,1,2,82,333,384
25236,0,1,49,81,4
25237,1,2,0,452,78
25238,1,2,52,422,45
25239,1,2,93,272,156
25240,0,1,68,868,269
25241,0,2,48,525,191
25242,0,1,22,846,236
25243,1,2,34,576,473
25244,1,2,99,903,93
25245,1,2,99,193,33
25246,0,2,72,647,225
25247,1,1,4,958,387
25248,1,2,18,0,158
25249,1,2,30,31,263
25250,1,2,18,411,372
25251,0,1,79,208,358
25252,1,2,52,346,79
25253,1,1,76,514,303
25254,1,2,5,505,31
25255,0,1,86,831,468
25256,1,2,62,5,316
25257,1,2,91,863,20
25258,1,1,29,921,203
25259,1,2,20,626,97
25260,1,1,27,321,96
25261,1,2,62,379,399
25262,1,1,10,434,132
25263,0,1,22,254,476
25264,0,2,22,276,9
25265,1,2,12,801,456
25266,1,1,23,102,59
25267,1,2,17,903,438
25268,1,2,91,718,461
25269,1,2,55,86,55
25270,1,2,43,649,312
25271,0,2,20,485,288
25272,0,2,72,353,171
25273,0,1,4,818,92
25274,1,2,54,346,397
25275,0,2,10,541,92
25276,1,2,72,353,60
25277,0,1,46,91,367
25278,1,2,51,620,118
25279,1,2,55,369,339
25280,1,2,14,30,339
25281,1,2,68,30,432
25282,1,2,5,43,309
25283,1,2,47,346,268
25284,1,2,52,283,484
25285,1,2,43,81,312
25286,1,2,10,107,124
25287,0,0,22,741,63
25288,1,0,64,109,126
25289,1,0,64,109,126
25290,0,0,76,514,353
25291,1,0,35,15,5
25292,1,0,11,739,244
25293,0,0,58,549,370
25294,0,0,7,95,152
25295,0,0,26,579,301
25296,0,0,44,801,304
25297,0,0,79,290,229
25298,1,0,24,956,264
25299,1,0,24,50,66
25300,0,0,95,616,292
25301,0,0,81,365,370
25302,0,0,46,264,458
25303,1,2,51,33,3
25304,1,2,85,584,117
25305,1,2,85,584,117
25306,1,2,31,584,117
25307,0,1,33,183,87
25308,1,2,47,739,8
25309,1,2,10,378,122
25310,0,2,31,707,328
25311,0,1,52,483,476
25312,0,2,28,302,424
25313,0,2,52,459,45
25314,1,2,39,434,498
25315,0,2,90,133,422
25316,0,1,86,105,193
25317,1,2,12,61,36
25318,0,1,61,170,378
25319,0,1,33,514,230
25320,1,1,27,301,25
25321,0,1,61,170,378
25322,0,1,79,817,48
25323,1,1,93,642,26
25324,0,1,79,288,358
25325,1,1,23,432,336
25326,1,2,99,97,218
25327,1,2,99,676,256
25328,1,2,99,676,459
25329,1,1,23,280,256
25330,1,2,68,328,256
25331,1,2,93,495,159
25332,1,2,78,123,459
25333,1,2,78,193,256
25334,1,2,99,842,146
25335,0,2,75,974,376
25336,1,2,99,193,256
25337,1,2,99,193,256
25338,1,2,47,57,256
25339,1,1,91,192,461
25340,1,2,52,61,116
25341,1,1,80,615,64
25342,1,1,23,152,385
25343,0,1,40,152,493
25344,0,1,23,152,385
25345,1,2,39,729,58
25346,1,2,20,399,284
25347,1,2,12,182,306
25348,1,2,30,989,76
25349,1,1,27,348,96
25350,1,2,14,677,74
25351,1,2,72,273,434
25352,1,2,55,851,496
25353,1,1,59,851,345
25354,1,2,17,851,22
25355,1,1,63,179,186
25356,0,2,86,707,453
25357,0,2,50,707,179
25358,0,0,75,936,376
25359,1,2,39,730,482
25360,1,1,80,829,239
25361,0,2,71,194,143
25362,1,1,63,555,186
25363,1,2,52,75,484
25364,1,2,14,649,180
25365,1,2,17,840,7
25366,1,2,17,362,251
25367,1,2,17,810,251
25368,1,1,43,267,4
25369,1,2,62,42,191
25370,1,2,51,810,383
25371,1,2,85,589,430
25372,1,2,85,810,466
25373,1,2,43,81,312
25374,1,1,63,298,227
25375,1,2,5,129,1
25376,1,2,64,158,298
25377,1,2,93,967,156
25378,1,2,86,195,487
25379,1,2,39,174,1
25380,1,2,91,18,197
25381,0,2,75,344,392
25382,1,2,17,86,1
25383,1,2,43,81,312
25384,1,2,72,181,434
25385,1,2,72,273,434
25386,1,2,17,362,1
25387,1,2,54,729,1
25388,1,2,8,129,1
25389,1,2,54,920,1
25390,1,2,12,384,1
25391,1,2,72,353,434
25392,1,2,72,522,434
25393,1,1,76,809,164
25394,1,2,91,718,20
25395,1,1,63,179,227
25396,1,1,10,557,485
25397,0,2,52,137,208
25398,1,2,52,137,156
25399,0,2,52,614,81
25400,1,2,52,395,484
25401,1,2,52,459,484
25402,0,1,86,312,273
25403,1,2,86,633,234
25404,1,2,52,614,468
25405,1,2,52,75,484
25406,1,2,55,86,263
25407,1,1,29,921,203
25408,1,1,91,192,203
25409,1,2,43,81,312
25410,1,1,63,179,186
25411,1,2,47,644,202
25412,1,2,17,402,14
25413,1,2,10,107,278
25414,1,1,4,829,296
25415,0,2,86,580,273
25416,1,1,29,347,203
25417,1,1,91,192,461
25418,1,2,10,90,278
25419,1,2,31,63,254
25420,1,2,30,463,33
25421,1,2,43,937,157
25422,1,1,27,65,354
25423,1,2,18,453,180
25424,0,2,71,167,386
25425,0,1,43,605,4
25426,1,2,5,713,93
25427,0,2,72,353,60
25428,1,1,29,921,358
25429,1,2,49,745,483
25430,1,2,78,38,483
25431,1,1,43,301,4
25432,1,2,14,651,180
25433,1,2,0,54,76
25434,0,1,90,742,272
25435,1,2,90,728,272
25436,0,1,90,658,272
25437,0,2,90,200,135
25438,0,2,75,487,267
25439,1,2,10,24,124
25440,1,2,54,729,456
25441,1,2,86,759,193
25442,1,2,55,434,498
25443,1,2,43,81,312
25444,1,2,17,912,55
25445,1,2,80,270,180
25446,1,2,54,517,397
25447,1,2,12,22,22
25448,1,1,23,432,30
25449,1,2,30,571,33
25450,1,2,52,75,484
25451,1,2,91,17,320
25452,1,2,17,469,339
25453,1,2,4,695,339
25454,1,2,69,459,143
25455,1,1,10,619,439
25456,1,2,68,784,68
25457,1,2,75,268,177
25458,1,2,25,128,343
25459,1,2,86,7,193
25460,1,2,72,353,60
25461,1,2,30,369,33
25462,1,2,10,857,439
25463,1,2,18,453,150
25464,1,2,54,920,1
25465,1,2,30,58,456
25466,0,0,92,942,311
25467,0,0,92,942,63
25468,0,0,47,397,369
25469,0,0,11,678,61
25470,0,0,90,658,417
25471,0,0,50,625,453
25472,0,0,77,36,21
25473,0,0,97,707,453
25474,0,0,46,873,167
25475,0,0,31,785,291
25476,0,0,91,712,461
25477,0,0,33,855,353
25478,1,0,35,169,5
25479,1,0,76,809,244
25480,0,0,56,287,255
25481,0,0,46,437,260
25482,0,0,81,668,134
25483,1,0,24,750,75
25484,1,0,24,80,66
25485,1,0,24,423,264
25486,0,0,81,41,134
25487,0,0,70,277,167
25488,0,0,24,365,75
25489,0,0,56,287,99
25490,0,0,95,320,265
25491,0,0,50,349,478
25492,1,0,66,594,231
25493,1,0,9,40,472
25494,1,0,66,594,157
25495,0,0,1,917,90
25496,0,0,1,240,347
25497,0,0,90,717,160
25498,1,2,80,490,289
25499,1,2,39,371,196
25500,0,1,16,776,447
25501,1,2,71,158,143
25502,0,1,31,510,94
25503,1,1,29,501,151
25504,0,2,61,335,317
25505,1,2,52,75,484
25506,0,2,20,281,390
25507,1,2,51,68,498
25508,1,2,54,420,397
25509,1,2,85,305,459
25510,1,2,54,810,78
25511,1,2,30,463,33
25512,1,2,5,84,1
25513,0,1,42,156,253
25514,0,1,42,156,253
25515,1,2,78,469,116
25516,1,2,78,38,483
25517,1,2,78,420,65
25518,1,2,51,893,383
25519,1,2,30,377,412
25520,1,2,0,54,300
25521,1,2,0,54,76
25522,0,2,75,344,392
25523,1,2,85,123,430
25524,1,2,43,81,312
25525,1,2,43,729,312
25526,1,2,17,377,22
25527,1,2,43,434,498
25528,0,2,52,137,208
25529,0,2,52,267,208
25530,1,2,52,294,409
25531,0,1,26,255,301
25532,1,2,10,857,461
25533,1,2,10,173,124
25534,1,2,55,420,345
25535,1,2,43,340,498
25536,1,2,46,797,307
25537,1,2,86,580,193
25538,0,1,16,662,219
25539,1,2,85,257,466
25540,0,1,42,156,253
25541,0,2,51,438,368
25542,1,2,80,182,306
25543,0,2,46,873,167
25544,1,2,39,173,467
25545,1,2,39,463,467
25546,1,1,29,896,313
25547,1,2,0,54,76
25548,0,1,90,758,272
25549,0,1,28,691,332
25550,0,2,90,157,422
25551,0,1,26,122,427
25552,0,1,26,202,326
25553,0,2,86,879,267
25554,1,2,43,434,498
25555,0,2,86,580,193
25556,1,2,51,713,93
25557,0,2,68,781,254
25558,1,2,5,589,430
25559,1,2,20,528,284
25560,1,2,72,522,434
25561,1,2,43,729,312
25562,1,2,31,551,46
25563,1,2,93,267,208
25564,1,2,20,471,296
25565,1,1,33,26,230
25566,1,2,10,338,150
25567,1,2,80,920,475
25568,1,1,29,38,203
25569,1,2,78,38,185
25570,0,1,90,835,272
25571,1,2,30,920,412
25572,1,2,30,722,412
25573,1,2,55,920,1
25574,1,2,17,267,22
25575,0,2,20,884,284
25576,0,1,34,836,468
25577,1,2,34,756,248
25578,0,2,96,222,285
25579,0,1,34,818,51
25580,1,2,46,414,221
25581,1,2,99,413,256
25582,0,1,63,179,69
25583,1,2,10,918,248
25584,1,2,10,929,312
25585,1,2,75,344,474
25586,0,2,20,32,132
25587,1,2,5,324,136
25588,1,2,40,261,295
25589,1,2,85,989,55
25590,1,2,30,187,58
25591,1,1,4,2,224
25592,0,1,4,2,224
25593,0,1,4,2,224
25594,1,2,30,989,277
25595,1,2,68,419,127
25596,1,1,27,615,96
25597,1,2,47,638,312
25598,1,1,5,710,362
25599,1,2,80,794,196
25600,1,1,62,136,25
25601,1,1,27,839,25
25602,1,2,85,62,248
25603,1,2,25,596,482
25604,0,1,52,475,468
25605,1,2,68,530,127
25606,1,2,64,190,215
25607,1,2,18,649,180
25608,1,2,64,167,386
25609,1,2,51,903,438
25610,1,2,10,362,124
25611,1,2,54,912,290
25612,1,2,84,871,307
25613,1,2,8,896,313
25614,1,2,91,718,342
25615,1,2,30,86,263
25616,1,2,91,863,20
25617,1,2,17,810,251
25618,1,2,16,219,168
25619,1,2,30,722,412
25620,1,2,30,989,263
25621,1,2,43,283,4
25622,1,2,10,90,485
25623,1,1,29,147,203
25624,1,2,78,38,121
25625,1,2,78,38,483
25626,1,2,43,283,483
25627,1,1,93,87,487
25628,1,1,93,87,487
25629,1,2,85,305,250
25630,1,2,86,759,263
25631,1,2,61,195,254
25632,1,2,90,582,422
25633,1,2,90,18,341
25634,0,1,58,696,321
25635,1,2,54,989,1
25636,1,2,85,176,6
25637,0,1,29,176,6
25638,1,2,8,129,1
25639,1,2,12,210,334
25640,1,2,52,395,185
25641,1,1,52,395,358
25642,1,2,52,395,484
25643,0,2,72,181,352
25644,1,2,86,759,193
25645,1,2,40,353,434
25646,1,2,12,62,35
25647,1,2,20,399,284
25648,1,2,30,62,35
25649,1,2,14,803,20
25650,1,1,3,967,252
25651,1,1,63,179,186
25652,1,2,10,107,124
25653,1,2,12,907,209
25654,1,1,23,432,338
25655,1,2,47,397,8
25656,0,1,33,26,338
25657,1,2,17,729,438
25658,1,2,91,718,461
25659,0,2,20,485,288
25660,0,1,29,147,48
25661,1,2,25,896,475
25662,1,2,43,81,494
25663,1,2,16,780,391
25664,1,2,30,513,345
25665,1,2,64,167,143
25666,1,1,76,432,164
25667,1,2,30,463,33
25668,1,2,5,402,277
25669,1,2,86,7,193
25670,1,1,76,0,158
25671,0,1,63,427,149
25672,0,2,31,781,254
25673,1,2,30,463,438
25674,0,2,4,32,45
25675,0,1,29,147,48
25676,1,2,93,967,156
25677,1,1,78,249,185
25678,1,2,78,249,185
25679,1,1,39,469,336
25680,1,1,39,469,336
25681,1,1,46,959,44
25682,0,1,61,605,4
25683,0,1,43,605,300
25684,1,2,90,728,272
25685,0,2,90,728,272
25686,1,2,90,155,389
25687,1,2,90,157,422
25688,0,2,90,532,272
25689,0,2,77,34,407
25690,1,2,5,469,55
25691,1,2,80,249,498
25692,1,1,10,664,331
25693,1,1,39,469,336
25694,1,1,3,314,8
25695,1,2,85,395,459
25696,1,2,47,882,415
25697,1,2,86,759,193
25698,1,2,80,249,218
25699,0,1,46,506,367
25700,1,2,10,90,485
25701,0,2,72,72,70
25702,1,2,51,903,383
25703,1,2,8,495,475
25704,1,2,43,405,312
25705,0,1,63,360,155
25706,0,1,14,176,6
25707,1,2,5,954,55
25708,1,2,49,446,145
25709,1,1,76,809,183
25710,1,1,18,649,153
25711,1,2,91,718,461
25712,1,1,49,745,145
25713,1,2,80,907,209
25714,1,2,47,985,440
25715,1,2,52,75,436
25716,1,2,14,128,339
25717,1,1,63,179,186
25718,1,1,63,179,186
25719,1,1,20,216,495
25720,1,2,43,128,259
25721,1,1,29,412,48
25722,1,2,71,158,298
25723,1,2,47,4,33
25724,1,2,85,989,277
25725,1,2,55,469,55
25726,0,2,26,691,499
25727,0,2,46,208,307
25728,1,2,85,469,339
25729,0,2,62,42,403
25730,1,1,52,75,362
25731,0,2,72,353,60
25732,1,1,29,540,203
25733,0,0,92,618,24
25734,1,0,35,351,290
25735,1,0,35,351,290
25736,0,0,97,118,349
25737,1,0,11,201,217
25738,0,0,97,19,453
25739,0,0,81,878,134
25740,1,0,24,627,125
25741,0,0,95,750,361
25742,1,0,24,627,125
25743,0,0,24,228,66
25744,0,0,81,80,260
25745,0,0,24,228,66
25746,0,0,81,41,134
25747,0,0,81,41,134
25748,0,0,81,41,54
25749,1,0,24,561,106
25750,0,0,81,750,28
25751,0,0,24,41,292
25752,0,0,81,41,134
25753,0,0,81,41,125
25754,1,0,24,561,106
25755,1,0,24,71,105
25756,1,0,66,119,335
25757,1,0,9,563,335
25758,1,0,63,612,144
25759,1,0,9,177,55
25760,1,0,1,512,144
25761,1,0,1,512,144
25762,0,0,71,716,452
25763,0,0,15,374,302
25764,0,0,15,374,302
25765,1,0,9,806,25
25766,0,0,15,445,258
25767,1,1,17,141,362
25768,1,2,72,181,60
25769,1,2,8,0,158
25770,1,2,31,68,94
25771,0,1,29,790,414
25772,1,2,75,972,474
25773,1,1,63,316,406
25774,1,2,50,273,352
25775,1,2,47,644,278
25776,1,2,68,11,242
25777,1,2,52,420,234
25778,0,1,63,795,287
25779,0,2,72,181,352
25780,1,1,93,863,173
25781,1,1,64,753,155
25782,1,2,39,148,150
25783,1,2,39,434,498
25784,1,1,4,8,148
25785,1,2,54,989,345
25786,1,2,8,751,158
25787,1,2,30,463,345
25788,1,1,91,192,461
25789,1,2,25,54,475
25790,1,2,17,469,1
25791,1,1,23,432,200
25792,1,2,5,577,438
25793,1,1,32,315,208
25794,1,2,30,463,334
25795,1,1,27,322,96
25796,0,2,52,3,423
25797,1,2,93,800,159
25798,1,2,39,220,384
25799,1,2,8,220,470
25800,1,2,18,651,180
25801,1,2,55,954,57
25802,1,1,51,52,118
25803,1,2,62,981,375
25804,1,2,10,107,124
25805,0,1,93,712,173
25806,1,2,5,954,57
25807,1,2,47,283,57
25808,1,2,17,463,467
25809,0,1,16,662,219
25810,1,2,16,219,39
25811,0,2,10,857,2
25812,1,2,10,999,322
25813,1,2,62,522,477
25814,1,2,78,420,57
25815,1,1,90,728,272
25816,0,1,58,852,166
25817,1,2,47,288,387
25818,1,2,12,463,209
25819,1,1,33,26,230
25820,1,2,17,434,498
25821,0,1,84,143,424
25822,1,2,71,782,386
25823,1,2,47,954,57
25824,1,1,76,683,438
25825,1,2,51,198,80
25826,1,2,51,993,118
25827,1,2,78,420,57
25828,1,2,90,198,80
25829,1,1,90,372,422
25830,0,2,75,198,80
25831,1,2,5,32,496
25832,1,2,86,580,193
25833,1,1,29,683,203
25834,1,2,55,912,290
25835,1,2,5,683,438
25836,0,1,46,208,141
25837,0,2,13,864,328
25838,1,2,99,193,256
25839,1,2,99,296,256
25840,1,1,63,298,227
25841,1,2,99,743,14
25842,1,2,62,5,399
25843,0,2,18,296,131
25844,1,2,78,193,483
25845,1,1,76,224,338
25846,0,1,26,255,301
25847,1,2,99,69,256
25848,1,2,99,193,256
25849,1,2,49,745,145
25850,1,2,10,107,124
25851,1,1,33,26,183
25852,0,2,71,418,464
25853,0,1,33,628,59
25854,1,2,12,422,35
25855,1,1,68,328,58
25856,1,2,80,8,157
25857,1,1,43,141,4
25858,1,2,17,444,496
25859,0,1,40,426,434
25860,1,2,91,863,20
25861,0,2,52,75,484
25862,0,2,22,276,477
25863,1,2,49,745,145
25864,1,2,20,528,284
25865,1,2,17,362,14
25866,1,2,47,397,8
25867,1,2,17,912,55
25868,0,2,18,453,372
25869,0,1,16,410,447
25870,1,2,84,417,307
25871,0,2,47,667,416
25872,1,2,5,810,55
25873,1,2,40,55,434
25874,1,2,0,163,372
25875,0,1,90,582,422
25876,0,2,40,327,448
25877,1,2,17,840,7
25878,1,2,17,513,1
25879,1,2,54,729,150
25880,1,2,55,129,65
25881,1,2,20,399,284
25882,0,1,3,272,252
25883,1,1,63,179,227
25884,0,1,34,614,331
25885,0,1,42,35,283
25886,0,2,34,614,81
25887,0,2,16,661,398
25888,1,2,55,800,14
25889,1,2,71,418,464
25890,1,2,71,39,215
25891,1,2,71,39,215
25892,1,2,71,39,215
25893,1,2,39,17,55
25894,1,1,84,792,102
25895,1,2,80,66,289
25896,1,2,39,664,345
25897,0,2,20,528,13
25898,1,2,20,528,390
25899,1,2,10,24,473
25900,1,2,55,966,470
25901,1,2,16,219,47
25902,1,2,93,53,159
25903,1,2,25,729,343
25904,1,2,34,81,312
25905,1,2,17,903,438
25906,1,2,17,903,438
25907,1,2,55,912,55
25908,1,2,43,81,312
25909,1,2,16,410,391
25910,1,2,5,288,387
25911,1,2,43,43,312
25912,1,2,5,283,294
25913,0,2,5,505,136
25914,0,2,16,661,47
25915,0,2,65,415,238
25916,0,2,93,495,159
25917,1,2,93,24,124
25918,0,1,63,179,186
25919,1,2,43,405,259
25920,1,2,43,81,494
25921,1,2,14,296,131
25922,1,1,83,141,362
25923,1,2,84,792,102
25924,1,2,12,422,35
25925,0,2,93,495,159
25926,1,2,17,288,387
25927,1,2,55,810,78
25928,1,2,85,989,294
25929,0,1,10,20,466
25930,0,1,12,97,78
25931,0,2,43,81,90
25932,0,1,79,415,210
25933,0,2,72,345,60
25934,0,1,4,664,331
25935,1,2,55,966,65
25936,0,2,16,661,47
25937,0,1,13,781,259
25938,0,2,10,107,124
25939,0,2,72,345,60
25940,1,2,12,422,45
25941,0,2,71,418,464
25942,1,2,43,81,259
25943,1,2,78,249,97
25944,0,2,13,781,317
25945,0,2,13,781,317
25946,1,2,85,729,150
25947,1,2,91,718,20
25948,1,2,47,291,8
25949,1,1,76,432,59
25950,1,2,0,104,76
25951,1,2,0,54,197
25952,1,2,90,238,272
25953,1,2,90,728,272
25954,0,2,90,142,223
25955,0,2,90,238,272
25956,1,2,75,861,486
25957,0,2,77,370,407
25958,0,1,58,696,321
25959,0,2,75,861,486
25960,1,1,43,605,56
25961,1,1,43,605,56
25962,1,2,25,356,41
25963,1,2,43,405,259
25964,0,1,29,540,189
25965,1,2,55,86,294
25966,0,2,46,96,413
25967,1,2,54,729,150
25968,1,2,71,158,298
25969,1,2,93,713,93
25970,0,2,93,131,156
25971,1,2,43,81,312
25972,1,2,85,104,277
25973,1,1,18,453,242
25974,1,1,18,453,242
25975,0,1,3,272,56
25976,1,2,65,415,210
25977,0,2,16,219,39
25978,0,1,3,19,333
25979,0,2,20,906,437
25980,1,2,49,176,145
25981,1,2,5,176,6
25982,0,2,90,176,6
25983,1,1,29,849,203
25984,1,2,85,104,277
25985,1,2,55,469,467
25986,1,2,10,24,124
25987,0,2,16,859,314
25988,1,2,47,12,415
25989,1,2,52,897,466
25990,1,2,54,288,387
25991,1,2,43,81,410
25992,1,2,47,376,163
25993,1,2,55,743,14
25994,1,2,65,459,300
25995,1,2,17,839,268
25996,1,1,76,772,460
25997,1,2,55,743,65
25998,1,1,27,645,339
25999,0,1,3,291,8
26000,0,2,13,781,317
26001,1,2,18,30,242
26002,1,2,90,372,389
26003,0,1,90,141,272
26004,1,2,17,191,467
26005,1,2,84,548,221
26006,1,1,18,128,242
26007,1,2,47,315,268
26008,1,2,71,725,421
26009,1,2,25,128,33
26010,1,2,93,737,159
26011,1,2,54,369,6
26012,1,2,43,176,6
26013,1,2,30,369,33
26014,1,2,10,24,124
26015,1,2,64,190,386
26016,1,2,90,582,272
26017,1,2,90,142,422
26018,1,2,49,745,145
26019,0,0,77,27,190
26020,0,0,46,96,413
26021,0,0,11,917,90
26022,0,0,98,203,315
26023,1,0,20,444,284
26024,0,0,77,150,322
26025,0,0,91,637,369
26026,0,0,98,203,315
26027,0,0,77,251,360
26028,0,0,84,494,308
26029,0,0,29,946,48
26030,0,0,2,60,361
26031,0,0,56,60,361
26032,1,0,24,719,264
26033,0,0,95,622,265
26034,0,0,95,285,265
26035,1,0,81,73,125
26036,0,0,81,73,125
26037,0,0,2,110,382
26038,0,0,24,82,139
26039,0,0,24,82,139
26040,0,0,95,591,262
26041,1,0,24,611,381
26042,0,0,24,611,381
26043,1,0,24,228,66
26044,0,0,81,41,134
26045,1,0,66,715,401
26046,0,2,52,614,81
26047,1,2,52,446,466
26048,0,2,34,614,81
26049,1,2,51,17,320
26050,1,1,3,10,8
26051,1,2,49,745,118
26052,1,1,29,540,289
26053,1,2,18,311,180
26054,0,2,61,335,317
26055,1,1,59,712,362
26056,1,1,63,179,186
26057,0,2,52,137,208
26058,0,2,52,137,208
26059,0,2,52,137,208
26060,0,2,52,930,116
26061,1,2,68,328,432
26062,1,2,68,11,242
26063,1,1,17,760,362
26064,1,2,17,431,334
26065,1,2,17,839,438
26066,1,2,55,505,294
26067,0,1,79,347,210
26068,1,1,17,645,7
26069,1,2,20,243,284
26070,1,2,68,924,127
26071,1,2,0,513,345
26072,0,2,90,763,422
26073,1,2,68,868,127
26074,1,2,43,81,312
26075,1,2,39,469,1
26076,1,2,10,20,322
26077,1,1,63,179,186
26078,0,1,52,695,9
26079,0,2,22,714,132
26080,1,2,54,513,248
26081,0,1,51,803,36
26082,0,2,91,803,20
26083,1,2,49,745,145
26084,1,2,80,981,296
26085,0,1,33,428,164
26086,0,2,80,669,182
26087,1,2,43,81,4
26088,0,2,43,81,4
26089,1,1,25,348,41
26090,1,1,25,356,41
26091,1,2,17,431,218
26092,1,2,64,167,386
26093,1,2,10,999,322
26094,1,2,54,643,150
26095,1,1,17,13,78
26096,1,2,65,415,87
26097,0,1,16,410,168
26098,1,2,18,649,153
26099,1,2,93,53,156
26100,1,2,78,511,57
26101,1,2,84,153,418
26102,0,2,72,468,434
26103,1,2,0,54,197
26104,1,2,90,763,422
26105,0,1,90,758,49
26106,0,2,75,861,486
26107,1,1,68,161,269
26108,1,2,91,192,461
26109,1,2,59,466,345
26110,1,1,27,839,25
26111,1,2,54,729,397
26112,0,2,52,614,81
26113,1,2,20,528,284
26114,1,1,29,347,203
26115,1,2,30,463,80
26116,1,2,91,863,20
26117,0,2,72,468,171
26118,0,2,52,495,159
26119,0,1,42,421,287
26120,1,2,84,417,17
26121,1,2,43,9,194
26122,1,2,99,265,189
26123,0,2,68,801,304
26124,0,2,34,994,213
26125,0,1,72,762,223
26126,0,1,43,915,410
26127,1,2,30,265,110
26128,1,1,84,526,153
26129,0,2,47,85,213
26130,1,2,47,882,416
26131,1,2,35,509,110
26132,1,2,54,860,3
26133,1,2,54,654,345
26134,0,2,32,614,213
26135,1,2,52,801,9
26136,0,2,52,801,9
26137,1,2,68,864,432
26138,1,2,17,903,110
26139,1,2,17,265,110
26140,1,2,5,258,110
26141,1,2,30,505,110
26142,1,2,51,801,304
26143,1,2,18,649,153
26144,1,1,27,215,96
26145,1,2,43,9,451
26146,1,2,51,226,238
26147,1,2,10,654,278
26148,1,2,91,943,2
26149,1,2,52,380,218
26150,1,2,52,75,465
26151,1,2,78,800,304
26152,1,2,18,800,153
26153,1,2,43,9,451
26154,1,2,43,405,259
26155,0,2,40,522,283
26156,1,2,17,265,110
26157,1,2,85,505,459
26158,1,1,27,215,78
26159,1,2,51,265,110
26160,1,2,17,265,110
26161,0,1,40,152,493
26162,1,1,76,509,59
26163,1,2,54,377,412
26164,0,2,93,24,213
26165,0,2,20,243,26
26166,0,1,40,426,283
26167,0,2,43,81,153
26168,1,1,23,432,183
26169,1,2,40,353,283
26170,1,2,5,265,110
26171,1,1,22,215,433
26172,0,2,40,833,179
26173,0,1,84,10,15
26174,0,2,72,353,171
26175,0,2,31,63,254
26176,1,2,65,226,238
26177,1,2,51,265,110
26178,0,2,40,28,70
26179,0,2,14,22,132
26180,1,2,51,265,118
26181,1,2,18,288,6
26182,1,2,52,175,304
26183,1,2,80,944,110
26184,1,1,47,318,111
26185,1,2,93,180,26
26186,1,1,79,412,189
26187,1,2,51,801,304
26188,0,1,29,540,304
26189,1,1,27,215,339
26190,1,2,78,772,304
26191,1,1,14,30,153
26192,1,1,76,809,460
26193,1,2,86,17,193
26194,1,2,90,238,422
26195,1,2,51,265,118
26196,0,1,14,710,6
26197,1,2,10,24,124
26198,1,2,40,979,352
26199,0,0,92,281,495
26200,0,0,97,247,297
26201,0,0,97,247,297
26202,0,0,97,569,273
26203,0,0,35,478,199
26204,0,0,97,247,297
26205,0,0,50,786,179
26206,0,0,81,439,292
26207,0,0,81,73,382
26208,0,0,2,110,382
26209,1,0,24,228,66
26210,1,0,24,228,66
26211,0,0,95,622,265
26212,0,0,95,591,262
26213,0,0,24,205,16
26214,1,0,24,205,28
26215,0,0,95,693,469
26216,0,0,66,715,271
26217,1,2,20,281,465
26218,1,2,91,17,320
26219,1,2,10,17,320
26220,1,1,4,215,247
26221,1,1,29,540,289
26222,0,2,10,90,81
26223,0,2,68,784,68
26224,1,2,62,281,390
26225,1,2,51,17,320
26226,1,2,61,448,123
26227,0,2,71,227,187
26228,1,1,27,348,469
26229,1,2,75,812,177
26230,1,1,23,509,59
26231,1,2,47,999,111
26232,1,2,85,999,320
26233,1,2,85,999,320
26234,0,1,92,915,9
26235,1,2,43,999,322
26236,1,2,64,167,386
26237,1,2,16,235,39
26238,1,2,85,726,395
26239,1,2,93,53,112
26240,1,2,10,24,322
26241,0,1,51,950,247
26242,1,2,0,258,110
26243,1,2,90,258,422
26244,1,2,99,858,33
26245,1,1,99,858,336
26246,0,1,72,648,295
26247,1,1,79,817,51
26248,1,2,68,676,256
26249,1,2,43,495,112
26250,0,2,26,496,499
26251,1,2,47,4,415
26252,0,2,46,91,51
26253,0,1,46,91,187
26254,1,2,99,729,235
26255,1,2,17,178,339
26256,1,2,17,178,339
26257,1,2,17,178,251
26258,1,2,12,354,329
26259,1,2,55,851,496
26260,0,1,50,862,421
26261,0,1,23,125,200
26262,1,2,5,934,93
26263,1,2,52,770,466
26264,1,1,16,357,447
26265,1,2,30,434,498
26266,1,1,63,223,149
26267,1,2,12,178,1
26268,1,2,25,195,475
26269,1,2,30,989,397
26270,1,2,8,195,475
26271,1,2,30,519,140
26272,0,1,4,588,64
26273,1,2,5,178,277
26274,1,2,30,178,1
26275,1,2,78,380,415
26276,1,2,54,64,397
26277,1,2,0,366,479
26278,0,1,75,344,392
26279,1,2,75,344,392
26280,0,1,26,122,314
26281,1,2,12,729,1
26282,1,1,27,178,96
26283,1,2,54,729,235
26284,1,2,30,519,78
26285,1,2,51,895,118
26286,1,1,29,385,203
26287,0,2,71,227,386
26288,1,1,63,421,287
26289,1,2,20,485,390
26290,0,2,52,475,237
26291,1,2,39,220,130
26292,1,2,64,158,298
26293,1,2,5,178,320
26294,1,1,84,792,102
26295,1,1,63,179,227
26296,1,2,51,954,118
26297,1,1,14,362,7
26298,1,2,8,896,343
26299,1,2,54,729,235
26300,1,2,16,491,47
26301,1,1,64,167,155
26302,1,2,72,273,352
26303,1,2,5,469,384
