,2Means_pept,3Means_pept,100Means_pept,1000Means_pept,500Means_pept
73603,1,2,18,270,180
73604,1,2,55,517,397
73605,0,2,90,133,422
73606,1,1,63,132,149
73607,0,1,22,341,477
73608,1,2,99,97,256
73609,1,2,99,422,45
73610,0,2,34,413,300
73611,1,2,51,226,118
73612,1,2,55,140,50
73613,1,2,51,620,294
73614,1,2,86,476,348
73615,1,2,51,306,348
73616,1,2,78,570,348
73617,0,2,75,140,486
73618,1,1,42,298,176
73619,1,2,54,810,78
73620,1,2,80,919,97
73621,1,2,80,623,97
73622,1,1,84,387,102
73623,1,2,71,753,215
73624,1,2,31,950,212
73625,1,2,91,462,20
73626,0,2,50,361,179
73627,0,1,42,298,176
73628,0,1,75,95,43
73629,1,2,16,279,314
73630,0,1,63,546,149
73631,1,2,22,276,477
73632,0,2,22,781,317
73633,1,2,20,245,284
73634,1,2,78,511,45
73635,1,1,51,710,362
73636,0,1,64,190,386
73637,0,1,52,695,9
73638,1,2,14,651,180
73639,1,1,27,590,354
73640,1,2,12,422,462
73641,1,2,43,81,118
73642,0,1,33,998,254
73643,1,1,76,387,338
73644,1,2,20,399,284
73645,0,1,46,414,120
73646,0,1,23,364,230
73647,1,2,18,453,241
73648,1,1,76,486,437
73649,0,1,4,695,185
73650,1,1,63,298,227
73651,1,2,85,336,250
73652,1,2,18,651,180
73653,0,2,10,672,408
73654,0,1,10,672,124
73655,0,2,26,496,499
73656,0,2,26,496,499
73657,0,2,46,472,167
73658,0,1,58,852,230
73659,1,2,17,772,494
73660,0,2,71,877,421
73661,0,2,46,230,413
73662,0,2,93,176,6
73663,1,2,18,176,6
73664,1,2,46,120,29
73665,1,2,46,454,29
73666,1,2,46,454,29
73667,1,1,27,13,96
73668,0,2,52,983,81
73669,0,2,52,475,436
73670,1,2,34,576,473
73671,0,2,34,929,2
73672,1,2,31,343,123
73673,1,1,51,710,362
73674,1,2,54,772,397
73675,1,2,80,669,157
73676,1,2,85,772,460
73677,0,1,86,103,339
73678,0,1,93,737,159
73679,0,2,71,562,215
73680,0,2,98,521,315
73681,0,0,97,27,190
73682,0,0,92,27,190
73683,0,0,41,741,63
73684,0,0,44,766,229
73685,0,0,16,25,491
73686,0,0,92,962,45
73687,0,0,35,494,308
73688,0,0,11,891,217
73689,0,0,77,494,369
73690,0,0,97,613,369
73691,1,0,35,875,290
73692,0,0,90,963,389
73693,0,0,58,386,21
73694,0,0,77,972,23
73695,0,0,75,36,21
73696,0,0,50,625,453
73697,0,0,84,807,107
73698,0,0,20,583,284
73699,0,0,26,279,314
73700,0,0,81,971,265
73701,0,0,81,263,16
73702,1,0,81,80,382
73703,0,0,95,591,262
73704,0,0,95,971,265
73705,0,0,81,110,382
73706,0,0,81,668,314
73707,0,0,81,423,105
73708,0,0,24,611,381
73709,0,0,81,740,260
73710,1,0,66,66,144
73711,0,0,1,834,131
73712,1,0,66,351,290
73713,0,0,66,624,426
73714,1,2,52,893,3
73715,1,1,76,457,236
73716,1,1,51,950,196
73717,1,2,39,33,40
73718,1,2,82,1,305
73719,1,1,63,298,227
73720,1,1,23,125,200
73721,0,1,29,536,300
73722,1,2,75,812,309
73723,0,2,65,985,416
73724,1,2,47,380,117
73725,1,1,4,2,13
73726,1,1,10,33,124
73727,1,2,39,1,387
73728,1,2,64,167,386
73729,1,2,17,107,40
73730,0,1,86,828,124
73731,1,1,16,279,296
73732,0,1,63,666,149
73733,1,2,39,84,41
73734,0,2,86,487,267
73735,0,2,26,202,392
73736,1,2,17,84,40
73737,1,2,91,192,461
73738,1,2,86,828,333
73739,1,2,39,1,467
73740,0,1,46,506,120
73741,1,2,62,901,343
73742,0,2,93,83,26
73743,1,1,27,505,78
73744,1,2,54,1,467
73745,1,2,54,64,397
73746,0,2,31,933,24
73747,0,2,0,637,78
73748,0,2,75,861,486
73749,0,1,58,852,267
73750,1,2,71,761,386
73751,1,2,91,893,89
73752,0,2,10,107,124
73753,1,2,91,718,342
73754,1,2,62,901,399
73755,1,1,61,436,162
73756,0,0,16,668,47
73757,0,1,52,75,484
73758,0,1,63,847,149
73759,1,1,27,903,96
73760,0,1,86,831,349
73761,0,1,90,933,135
73762,1,2,54,517,128
73763,1,2,54,517,342
73764,0,1,14,676,362
73765,0,2,84,600,363
73766,0,1,20,241,288
73767,0,2,31,720,123
73768,0,1,19,707,267
73769,1,2,14,679,340
73770,1,2,12,679,340
73771,0,2,91,869,22
73772,0,2,84,874,143
73773,0,2,60,332,115
73774,0,2,86,707,170
73775,1,1,3,630,250
73776,0,1,90,835,272
73777,0,2,77,787,360
73778,1,2,62,42,316
73779,0,1,76,386,443
73780,0,1,91,341,237
73781,1,2,84,417,363
73782,0,1,76,224,338
73783,1,2,12,46,475
73784,1,2,54,898,35
73785,0,2,46,208,44
73786,0,2,60,332,115
73787,1,2,43,176,6
73788,0,2,22,825,394
73789,0,2,31,759,94
73790,0,2,51,438,368
73791,0,1,60,200,341
73792,0,1,19,327,91
73793,1,1,82,191,460
73794,0,0,92,503,63
73795,0,0,44,371,291
73796,0,0,37,501,151
73797,0,0,58,573,453
73798,0,0,95,622,265
73799,0,0,2,574,142
73800,0,0,2,574,142
73801,0,0,56,673,365
73802,0,0,95,285,265
73803,0,0,95,307,139
73804,0,0,70,854,62
73805,0,0,15,821,0
73806,0,0,60,295,344
73807,0,0,72,563,449
73808,1,1,82,714,305
73809,1,2,68,11,432
73810,1,1,76,102,59
73811,0,1,40,345,493
73812,1,1,90,241,272
73813,0,1,46,284,120
73814,0,2,22,825,394
73815,1,2,82,679,340
73816,0,1,40,55,493
73817,0,2,18,241,300
73818,0,2,86,269,92
73819,1,2,12,932,340
73820,0,1,61,767,489
73821,1,2,82,898,305
73822,0,1,86,652,193
73823,1,2,5,932,320
73824,0,1,72,14,434
73825,1,1,71,492,53
73826,1,2,99,193,473
73827,1,2,99,123,473
73828,0,1,79,296,358
73829,1,2,0,54,197
73830,0,1,75,921,48
73831,1,2,86,688,88
73832,0,2,69,940,391
73833,1,2,14,275,90
73834,1,1,76,628,230
73835,1,2,90,157,272
73836,1,2,12,626,486
73837,0,1,79,817,51
73838,1,2,10,173,278
73839,1,1,29,347,289
73840,1,2,51,115,371
73841,1,1,20,747,303
73842,1,2,31,701,123
73843,1,2,5,346,79
73844,0,1,33,701,303
73845,1,2,75,470,246
73846,1,2,25,90,278
73847,1,2,20,245,13
73848,1,2,47,882,440
73849,1,2,62,462,399
73850,0,0,91,18,342
73851,0,0,80,226,157
73852,0,0,18,651,180
73853,0,0,44,226,45
73854,1,1,29,394,289
73855,1,2,55,371,470
73856,1,1,27,65,354
73857,0,1,10,147,48
73858,0,1,4,664,331
73859,0,2,13,443,413
73860,0,1,75,986,43
73861,0,2,75,271,152
73862,0,1,16,382,247
73863,0,1,86,160,468
73864,1,2,62,42,403
73865,1,1,63,666,227
73866,1,2,39,220,470
73867,1,1,29,921,203
73868,1,2,31,996,212
73869,0,2,86,759,368
73870,1,2,43,362,93
73871,1,2,39,236,251
73872,1,2,78,840,483
73873,1,1,29,426,203
73874,1,1,29,397,8
73875,1,2,30,377,121
73876,1,2,93,378,122
73877,1,2,12,626,97
73878,0,2,72,261,60
73879,0,1,52,770,466
73880,1,2,52,395,294
73881,1,2,52,395,234
73882,0,2,68,475,315
73883,1,2,86,828,333
73884,1,1,27,664,336
73885,1,1,14,651,180
73886,1,2,10,173,124
73887,1,2,51,995,383
73888,0,2,86,312,349
73889,1,1,16,347,447
73890,0,2,98,203,315
73891,0,1,91,712,461
73892,0,1,79,405,48
73893,1,1,27,197,235
73894,1,1,27,348,96
73895,1,2,61,996,254
73896,1,1,39,664,331
73897,1,1,29,540,203
73898,1,2,80,61,87
73899,1,2,80,907,209
73900,1,2,55,743,14
73901,1,1,43,314,494
73902,1,1,86,312,193
73903,1,2,39,236,467
73904,1,1,30,236,362
73905,1,2,78,249,185
73906,0,1,4,312,273
73907,1,2,0,366,76
73908,1,2,62,396,191
73909,0,2,90,717,160
73910,1,2,90,157,389
73911,1,2,90,582,422
73912,0,1,26,852,301
73913,1,1,14,649,153
73914,1,2,25,356,41
73915,0,1,80,906,437
73916,0,2,86,18,88
73917,1,2,84,230,307
73918,1,2,85,571,479
73919,1,2,5,571,55
73920,1,2,12,407,268
73921,1,2,51,577,467
73922,1,2,25,128,339
73923,1,1,46,548,307
73924,1,1,43,710,362
73925,1,2,65,382,45
73926,0,2,26,496,499
73927,1,1,63,712,186
73928,0,0,92,425,311
73929,0,0,35,3,3
73930,0,0,13,942,317
73931,0,0,35,425,234
73932,1,0,35,75,484
73933,1,0,20,946,495
73934,1,0,11,15,323
73935,0,0,97,118,114
73936,0,0,72,547,104
73937,0,0,33,779,230
73938,0,0,90,631,389
73939,0,0,68,29,269
73940,0,0,81,682,361
73941,0,0,95,71,292
73942,0,0,24,82,139
73943,0,0,95,485,288
73944,1,0,24,50,292
73945,0,0,46,740,260
73946,1,0,24,561,106
73947,1,0,24,651,255
73948,0,0,81,887,370
73949,0,0,95,616,75
73950,0,0,81,852,370
73951,0,0,24,110,264
73952,0,0,95,971,105
73953,0,0,24,71,105
73954,1,0,24,561,106
73955,1,0,24,205,28
73956,0,0,81,73,279
73957,0,0,22,741,63
73958,0,0,1,935,83
73959,1,0,66,594,254
73960,0,0,15,264,458
73961,0,0,15,723,0
73962,0,0,66,715,335
73963,1,0,9,743,14
73964,0,0,75,405,481
73965,1,0,9,715,335
73966,0,0,1,690,335
73967,0,0,46,230,413
73968,1,0,66,715,401
73969,0,0,1,204,181
73970,1,0,15,723,0
73971,1,1,86,312,193
73972,1,2,55,33,470
73973,1,2,20,399,284
73974,0,2,51,657,368
73975,1,2,25,982,31
73976,1,1,10,829,132
73977,1,1,93,642,26
73978,1,2,86,597,440
73979,1,2,65,801,87
73980,0,2,45,827,327
73981,1,2,51,220,383
73982,1,2,46,871,307
73983,1,2,39,220,470
73984,1,1,17,288,387
73985,1,1,23,102,230
73986,1,1,27,590,96
73987,0,2,46,230,89
73988,1,2,91,803,342
73989,1,2,0,54,76
73990,1,2,55,589,467
73991,0,1,61,436,162
73992,1,2,18,407,180
73993,1,2,43,81,157
73994,0,2,52,3,116
73995,1,2,68,328,36
73996,1,2,51,68,36
73997,1,2,65,884,300
73998,0,2,98,970,68
73999,0,1,23,105,193
74000,0,1,91,147,48
74001,1,2,39,236,467
74002,1,2,62,396,82
74003,0,0,2,249,185
74004,1,2,55,236,384
74005,1,2,91,832,342
74006,1,2,0,366,76
74007,0,2,90,582,223
74008,1,2,5,912,121
74009,0,1,26,815,301
74010,1,2,6,698,228
74011,1,2,34,119,322
74012,0,1,89,960,73
74013,0,2,7,524,17
74014,0,2,75,339,194
74015,1,1,83,221,240
74016,0,2,6,252,393
74017,1,2,83,252,174
74018,1,2,89,106,294
74019,1,1,89,221,240
74020,1,2,83,106,174
74021,1,2,89,69,274
74022,1,2,83,252,174
74023,0,2,86,828,333
74024,0,2,84,953,367
74025,1,2,32,641,433
74026,1,2,48,88,84
74027,0,0,7,428,45
74028,1,2,85,130,67
74029,1,2,89,9,451
74030,1,2,6,68,174
74031,1,2,89,653,373
74032,0,1,89,87,56
74033,1,2,6,465,18
74034,0,1,89,352,42
74035,1,2,6,639,228
74036,1,2,43,9,451
74037,0,2,6,126,218
74038,0,1,7,435,321
74039,1,2,89,76,189
74040,1,2,47,130,205
74041,1,2,89,101,194
74042,0,1,89,915,410
74043,1,1,34,9,410
74044,1,2,0,452,78
74045,1,0,6,957,462
74046,0,0,33,549,199
74047,0,0,7,749,356
74048,0,0,77,999,322
74049,0,0,81,212,99
74050,1,0,24,944,28
74051,0,0,9,77,118
74052,0,0,32,641,433
74053,1,1,89,6,450
74054,0,1,33,352,42
74055,1,1,47,408,205
74056,1,2,88,117,184
74057,0,1,84,417,424
74058,0,1,33,778,45
74059,1,1,89,960,73
74060,1,1,6,117,450
74061,1,2,84,417,17
74062,0,2,65,10,238
74063,0,2,7,707,42
74064,1,2,6,639,395
74065,0,2,28,480,249
74066,1,2,89,6,322
74067,0,2,6,126,218
74068,0,2,26,461,161
74069,0,2,32,641,433
74070,1,1,84,792,102
74071,1,1,89,900,450
74072,1,1,64,39,155
74073,0,1,58,852,91
74074,1,2,99,193,238
74075,0,2,52,735,393
74076,0,1,75,674,15
74077,0,2,20,281,390
74078,1,2,30,369,33
74079,0,2,10,107,408
74080,1,1,17,945,165
74081,0,0,75,36,21
74082,1,0,11,935,323
74083,0,0,1,935,83
74084,1,2,85,945,470
74085,1,2,47,33,416
74086,0,1,40,991,352
74087,1,2,46,112,87
74088,1,2,39,945,35
74089,1,2,55,945,470
74090,1,2,47,57,163
74091,1,2,52,137,409
74092,1,2,93,729,112
74093,1,2,18,848,74
74094,1,1,29,958,203
74095,0,2,10,857,2
74096,1,2,47,674,415
74097,0,1,23,152,385
74098,1,2,78,324,87
74099,1,2,90,238,437
74100,1,2,4,895,50
74101,1,2,43,405,259
74102,1,2,68,868,127
74103,1,1,4,588,64
74104,1,2,25,195,3
74105,1,1,52,78,409
74106,0,0,47,841,239
74107,1,2,80,490,209
74108,1,2,54,446,397
74109,0,2,52,770,468
74110,1,2,47,4,415
74111,1,1,4,588,64
74112,1,1,8,895,425
74113,1,2,61,519,212
74114,0,2,16,661,398
74115,1,2,47,656,415
74116,0,2,31,785,254
74117,0,2,75,487,474
74118,1,2,17,577,93
74119,0,0,72,273,352
74120,0,0,20,537,495
74121,1,0,1,690,83
74122,1,1,39,141,362
74123,0,2,71,418,421
74124,0,1,63,776,54
74125,1,2,32,229,197
74126,1,2,52,288,237
74127,1,1,52,895,465
74128,1,2,51,519,425
74129,0,2,86,7,197
74130,0,2,75,229,415
74131,1,2,54,384,334
74132,1,1,43,434,498
74133,1,2,80,22,239
74134,1,1,76,432,164
74135,1,1,76,432,164
74136,1,2,39,452,78
74137,1,2,8,757,288
74138,0,1,64,813,155
74139,1,1,99,141,362
74140,1,1,79,402,189
74141,1,2,85,586,430
74142,0,1,59,115,324
74143,1,1,65,134,164
74144,1,1,76,433,303
74145,1,1,29,882,8
74146,0,2,52,603,116
74147,0,1,59,663,324
74148,1,1,16,357,447
74149,0,2,26,845,398
74150,1,2,30,726,55
74151,1,2,69,260,415
74152,1,1,76,134,164
74153,1,2,8,115,496
74154,1,2,0,54,197
74155,0,2,16,461,447
74156,1,2,20,399,284
74157,0,1,22,254,388
74158,1,2,30,722,263
74159,1,2,47,656,415
74160,0,2,86,992,349
74161,1,1,59,348,313
74162,1,1,59,630,111
74163,0,1,63,375,378
74164,1,2,59,187,324
74165,1,1,43,405,451
74166,1,2,90,238,163
74167,0,1,26,489,490
74168,1,2,85,213,163
74169,1,2,52,451,116
74170,1,1,3,412,460
74171,0,0,44,391,182
74172,0,1,63,598,100
74173,1,0,66,177,472
74174,1,0,9,896,313
74175,0,0,15,445,258
74176,0,0,66,204,100
74177,0,1,22,175,388
74178,0,2,10,657,89
74179,1,2,8,213,470
74180,1,2,69,882,357
74181,0,2,72,345,352
74182,1,1,32,311,388
74183,1,2,8,213,163
74184,0,2,22,276,388
74185,1,2,52,38,234
74186,0,1,40,483,476
74187,0,1,43,274,4
74188,1,2,14,451,320
74189,1,1,29,513,358
74190,1,2,39,148,150
74191,1,2,59,107,278
74192,1,2,8,213,163
74193,1,2,68,530,127
74194,1,2,47,882,111
74195,0,2,69,667,273
74196,1,1,76,630,164
74197,1,2,59,882,111
74198,1,2,8,896,313
74199,0,1,59,818,202
74200,1,2,75,268,177
74201,1,1,59,659,485
74202,0,1,46,489,367
74203,1,2,18,589,430
74204,1,1,43,274,4
74205,0,2,69,10,111
74206,0,1,23,381,423
74207,1,2,59,257,466
74208,1,2,52,381,423
74209,0,1,23,381,423
74210,1,2,64,121,314
74211,1,2,68,530,127
74212,1,1,63,703,69
74213,1,2,69,755,357
74214,0,2,69,755,357
74215,0,1,61,990,254
74216,1,2,93,340,112
74217,0,2,59,970,68
74218,0,1,59,910,177
74219,0,1,59,474,177
74220,1,2,59,187,140
74221,1,2,20,465,18
74222,1,2,85,586,294
74223,0,2,69,764,237
74224,0,1,86,992,349
74225,0,2,34,756,473
74226,0,2,34,756,473
74227,0,1,71,877,53
74228,1,1,49,858,145
74229,1,1,27,941,437
74230,1,2,86,7,88
74231,1,2,17,321,165
74232,1,2,0,366,22
74233,1,2,80,623,97
74234,0,0,52,137,208
74235,0,0,52,309,95
74236,0,0,26,25,95
74237,0,1,45,337,222
74238,0,2,13,443,95
74239,1,2,39,321,165
74240,0,1,61,510,254
74241,0,2,98,388,15
74242,1,1,29,987,31
74243,0,2,31,330,94
74244,1,2,72,979,60
74245,1,1,76,507,32
74246,0,2,31,218,254
74247,1,2,84,414,221
74248,0,2,75,390,392
74249,0,2,13,443,413
74250,1,1,91,192,461
74251,1,2,55,207,146
74252,1,1,23,951,183
74253,1,2,47,12,498
74254,1,2,25,356,31
74255,0,2,52,495,159
74256,1,2,52,987,31
74257,1,1,23,432,12
74258,1,2,25,987,31
74259,0,1,72,979,60
74260,1,2,90,728,272
74261,0,1,26,691,499
74262,0,2,72,479,448
74263,0,1,58,707,91
74264,1,1,29,921,48
74265,1,1,23,432,12
74266,1,1,76,102,59
74267,1,2,43,405,259
74268,1,1,4,588,64
74269,0,0,92,309,468
74270,0,0,51,957,462
74271,0,0,11,118,323
74272,1,0,35,232,45
74273,0,0,58,805,417
74274,0,0,75,36,21
74275,0,0,75,95,43
74276,1,0,11,29,384
74277,0,0,16,25,39
74278,0,0,81,908,411
74279,0,0,81,887,411
74280,0,0,81,41,134
74281,0,0,1,734,181
74282,0,0,46,292,233
74283,1,0,9,508,286
74284,0,0,72,470,448
74285,0,0,75,147,48
74286,1,0,25,715,401
74287,1,0,15,723,0
74288,1,2,39,773,150
74289,1,2,65,323,437
74290,1,2,54,347,345
74291,1,2,52,930,116
74292,1,2,39,220,470
74293,1,2,54,13,263
74294,1,1,65,632,305
74295,1,2,10,107,278
74296,1,1,76,902,32
74297,1,2,20,485,288
74298,0,1,33,453,338
74299,1,2,12,22,97
74300,1,2,68,479,36
74301,1,2,39,700,425
74302,0,2,77,34,407
74303,0,1,58,852,166
74304,1,2,16,111,47
74305,0,1,47,644,331
74306,1,2,52,137,116
74307,1,1,47,311,416
74308,1,1,4,695,13
74309,1,1,20,537,495
74310,1,1,20,537,495
74311,1,2,71,79,386
74312,0,2,75,470,246
74313,0,0,20,32,45
74314,0,1,23,846,236
74315,0,2,65,428,300
74316,1,2,99,288,387
74317,0,1,20,87,26
74318,1,1,52,197,484
74319,0,1,76,433,303
74320,1,2,25,575,71
74321,0,1,2,839,489
74322,0,0,75,166,21
74323,0,2,40,262,283
74324,0,1,3,272,252
74325,1,2,20,281,390
74326,1,2,52,294,116
74327,0,1,29,341,358
74328,1,2,54,288,387
74329,1,2,17,520,71
74330,1,1,27,197,204
74331,0,2,84,548,221
74332,0,2,16,565,275
74333,1,2,49,745,371
74334,1,2,86,759,193
74335,0,1,76,224,338
74336,1,1,4,839,268
74337,1,2,43,191,410
74338,0,2,84,548,17
74339,0,2,34,191,191
74340,0,0,44,875,97
74341,0,0,24,82,139
74342,1,0,24,228,66
74343,0,0,66,440,491
74344,0,0,15,330,258
74345,1,0,66,304,37
74346,1,0,9,916,37
74347,1,0,9,916,37
74348,1,2,82,1,387
74349,1,2,82,400,305
74350,1,2,82,400,305
74351,1,2,61,837,123
74352,0,1,76,507,32
74353,0,2,86,597,267
74354,1,2,86,400,170
74355,1,2,86,400,170
74356,1,2,82,400,305
74357,1,2,82,1,305
74358,1,1,76,457,236
74359,0,2,86,580,170
74360,1,2,18,282,180
74361,1,2,82,333,305
74362,1,2,80,774,82
74363,0,1,46,208,102
74364,0,2,51,669,36
74365,0,2,71,761,386
74366,0,1,76,387,236
74367,1,2,43,350,322
74368,0,2,10,470,322
74369,0,2,80,669,97
74370,0,2,90,582,422
74371,0,2,26,566,427
74372,1,2,55,384,334
74373,0,1,22,846,236
74374,1,2,34,576,473
74375,0,1,64,121,53
74376,1,2,34,576,473
74377,0,2,34,119,92
74378,1,2,30,31,263
74379,1,2,68,282,127
74380,1,2,91,17,320
74381,0,1,42,179,186
74382,1,2,80,438,289
74383,1,1,29,291,8
74384,0,2,46,208,458
74385,1,2,62,5,316
74386,1,1,42,421,186
74387,0,2,47,229,416
74388,0,1,47,355,128
74389,0,2,61,510,254
74390,0,0,76,514,353
74391,0,0,33,549,181
74392,0,0,10,310,291
74393,0,0,24,228,66
74394,1,0,24,956,264
74395,0,0,95,285,292
74396,1,0,24,50,66
74397,1,2,93,87,112
74398,1,1,29,849,203
74399,1,2,51,33,3
74400,0,1,68,98,15
74401,1,2,5,283,31
74402,1,2,10,378,122
74403,1,2,54,378,122
74404,0,2,31,707,328
74405,0,1,52,483,476
74406,0,2,28,302,424
74407,1,1,63,421,186
74408,0,2,90,133,422
74409,0,1,86,105,193
74410,0,2,46,208,44
74411,1,2,10,107,322
74412,0,1,33,514,230
74413,0,2,71,121,187
74414,1,2,18,346,79
74415,1,1,29,921,358
74416,1,1,23,280,256
74417,1,2,99,958,131
74418,1,2,22,75,484
74419,1,2,30,67,58
74420,1,1,27,348,96
74421,1,2,61,701,254
74422,1,1,59,851,345
74423,1,1,49,65,354
74424,1,2,54,643,397
74425,0,0,31,442,24
74426,0,2,72,345,60
74427,1,2,39,730,482
74428,1,1,29,147,48
74429,0,2,75,344,392
74430,0,2,75,344,392
74431,1,2,20,399,284
74432,1,1,23,432,200
74433,0,2,61,442,24
74434,0,1,33,628,59
74435,1,1,33,131,156
74436,1,2,49,842,145
74437,1,2,31,850,24
74438,1,2,71,167,298
74439,0,1,75,985,477
74440,0,2,31,850,24
74441,0,1,23,552,200
74442,1,2,69,459,143
74443,1,2,14,128,242
74444,0,0,50,625,453
74445,0,0,58,665,21
74446,0,0,24,60,361
74447,1,0,24,80,264
74448,0,0,81,668,134
74449,0,0,2,878,134
74450,0,0,56,307,411
74451,0,0,95,687,139
74452,1,0,9,512,144
74453,1,0,66,594,157
74454,0,0,72,251,360
74455,0,0,1,139,399
74456,1,2,20,485,288
74457,1,2,39,1,305
74458,1,2,16,410,168
74459,1,1,4,382,247
74460,1,2,39,282,55
74461,1,2,68,801,432
74462,1,2,86,420,116
74463,1,2,84,138,307
74464,1,2,30,378,122
74465,1,1,64,158,155
74466,1,2,91,906,437
74467,1,2,64,753,143
74468,0,2,71,194,392
74469,1,2,68,11,127
74470,1,1,91,712,461
74471,1,2,25,195,475
74472,1,2,10,338,150
74473,1,2,99,57,131
74474,1,2,71,194,53
74475,1,2,75,246,392
74476,1,2,99,402,256
74477,1,2,80,794,157
74478,1,2,75,344,474
74479,1,2,5,469,136
74480,1,2,52,324,294
74481,0,2,40,885,295
74482,1,2,30,395,456
74483,1,2,17,362,438
74484,1,2,31,701,254
74485,1,2,62,42,191
74486,0,2,13,443,167
74487,1,2,39,220,131
74488,1,2,72,353,434
74489,1,2,85,62,248
74490,1,2,25,596,482
74491,1,2,51,657,89
74492,1,2,17,51,251
74493,1,1,76,747,166
74494,1,1,39,321,487
74495,1,2,46,871,307
74496,1,2,52,941,437
74497,1,1,93,642,487
74498,1,2,5,86,57
74499,1,1,5,664,479
74500,1,2,68,864,432
74501,1,2,5,86,55
74502,1,2,47,985,415
74503,0,1,33,605,156
74504,1,2,5,563,90
74505,0,2,90,763,422
74506,0,2,71,418,464
74507,1,1,14,176,437
74508,0,1,33,387,338
74509,1,2,51,657,196
74510,1,1,27,645,336
74511,1,1,65,321,87
74512,0,0,29,308,48
74513,0,0,32,568,34
74514,1,0,11,201,217
74515,0,0,29,568,34
74516,0,0,61,618,162
74517,1,0,10,44,291
74518,1,0,24,627,125
74519,0,0,24,41,125
74520,0,0,81,878,134
74521,1,0,24,627,125
74522,0,0,95,591,262
74523,0,0,56,942,134
74524,0,0,24,228,66
74525,0,0,81,878,134
74526,0,0,56,287,292
74527,1,0,1,81,83
74528,0,0,66,440,491
74529,0,0,15,445,258
74530,1,2,52,137,208
74531,1,2,72,353,60
74532,1,1,29,362,203
74533,0,1,26,357,447
74534,1,2,30,210,334
74535,0,2,69,434,432
74536,1,1,93,863,173
74537,1,2,39,148,150
74538,1,1,51,710,362
74539,1,2,5,84,496
74540,1,1,65,301,324
74541,1,2,14,821,20
74542,1,2,75,861,392
74543,1,2,43,729,312
74544,0,1,33,541,26
74545,1,2,71,687,421
74546,0,2,72,979,60
74547,1,2,5,22,57
74548,0,2,72,181,60
74549,1,1,65,301,87
74550,1,2,85,999,250
74551,1,2,17,431,218
74552,0,1,58,928,166
74553,1,1,17,301,185
74554,0,1,84,143,424
74555,1,2,14,296,131
74556,1,2,99,743,14
74557,0,2,71,358,53
74558,1,2,84,414,221
74559,1,2,99,492,51
74560,0,1,75,268,177
74561,0,1,34,818,51
74562,1,2,25,958,343
74563,0,1,79,415,189
74564,1,2,68,864,432
74565,0,2,52,61,240
74566,1,2,40,353,434
74567,1,2,47,674,318
74568,0,1,34,147,240
74569,0,2,32,495,456
74570,1,1,34,664,331
74571,1,2,14,893,263
74572,1,2,68,868,432
74573,1,2,0,575,479
74574,1,2,93,62,208
74575,1,1,63,555,227
74576,1,1,33,102,59
74577,1,2,78,511,79
74578,1,1,63,555,227
74579,1,2,10,90,278
74580,1,2,20,399,284
74581,0,1,10,913,371
74582,1,2,51,62,248
74583,1,2,61,996,254
74584,1,2,61,996,254
74585,0,1,16,410,391
74586,0,1,76,224,338
74587,0,1,42,477,437
74588,0,1,40,762,223
74589,0,2,75,970,68
74590,0,2,31,707,267
74591,1,2,75,972,474
74592,1,2,12,61,65
74593,0,2,47,985,268
74594,1,2,65,10,6
74595,0,0,28,602,104
74596,0,0,33,855,353
74597,0,0,44,637,141
74598,0,0,90,742,422
74599,0,0,58,386,107
74600,0,0,44,232,182
74601,1,0,24,719,264
74602,0,0,95,325,260
74603,0,0,95,591,262
74604,0,0,24,365,28
74605,1,0,9,512,144
74606,0,0,1,690,83
74607,1,0,66,46,401
74608,0,1,3,828,333
74609,1,2,93,62,112
74610,1,2,39,773,150
74611,1,2,54,378,122
74612,1,1,27,65,148
74613,1,2,39,220,470
74614,1,1,3,10,8
74615,0,1,65,316,428
74616,1,2,68,328,127
74617,1,2,52,249,116
74618,1,1,63,56,54
74619,1,2,51,220,78
74620,1,1,39,220,470
74621,1,2,31,63,123
74622,1,2,39,220,470
74623,1,2,18,296,180
74624,1,2,20,399,284
74625,1,2,78,511,483
74626,1,2,17,810,467
74627,1,2,10,20,322
74628,0,2,22,714,132
74629,1,2,5,505,384
74630,1,1,29,426,210
74631,1,2,65,415,87
74632,1,2,75,344,474
74633,0,1,40,28,493
74634,0,1,29,990,203
74635,0,2,52,614,81
74636,1,2,30,463,80
74637,0,1,93,973,269
74638,0,1,71,358,464
74639,1,2,86,580,193
74640,0,1,34,271,132
74641,0,1,79,671,51
74642,1,2,99,265,209
74643,1,1,27,215,58
74644,1,2,47,674,318
74645,1,2,43,729,312
74646,0,2,86,964,88
74647,1,2,51,620,110
74648,0,2,18,176,6
74649,0,0,10,107,408
74650,1,1,63,872,227
74651,1,2,91,944,320
74652,1,2,80,394,289
74653,1,1,89,961,110
74654,1,2,69,500,239
74655,1,2,54,654,345
74656,1,1,14,984,153
74657,1,1,33,955,89
74658,0,1,40,152,493
74659,1,1,76,509,59
74660,0,2,12,801,304
74661,1,1,89,434,49
74662,0,2,72,353,171
74663,1,2,65,226,238
74664,1,1,79,318,210
74665,0,2,14,22,132
74666,0,1,33,281,465
74667,1,2,8,128,343
74668,0,1,27,645,238
74669,1,1,10,24,124
74670,0,0,92,290,222
74671,1,0,35,654,199
74672,1,0,35,215,7
74673,0,0,3,952,199
74674,0,0,97,29,49
74675,1,0,35,729,199
74676,1,0,24,719,264
