,2Means_prot,3Means_prot,100Means_prot,1000Means_prot,500Means_prot
51532,1,2,33,396,93
51533,1,2,33,913,100
51534,1,2,81,312,250
51535,1,2,66,982,226
51536,1,2,93,378,467
51537,1,2,8,79,379
51538,1,2,56,23,292
51539,1,2,90,611,104
51540,1,2,19,115,367
51541,1,2,39,982,211
51542,1,2,5,982,211
51543,0,0,62,344,61
51544,0,0,1,345,218
51545,1,2,88,631,40
51546,1,2,25,805,250
51547,1,2,82,103,400
51548,0,0,31,550,1
51549,1,2,26,375,54
51550,1,2,26,375,54
51551,1,2,57,95,50
51552,1,2,72,487,196
51553,1,2,78,754,146
51554,1,2,46,94,161
51555,0,0,52,674,6
51556,1,2,20,308,373
51557,1,2,85,927,238
51558,0,0,64,273,31
51559,1,2,20,688,373
51560,1,2,46,94,161
51561,0,0,90,186,135
51562,0,0,9,217,268
51563,0,0,79,323,452
51564,1,2,19,255,466
51565,1,2,15,756,32
51566,1,2,19,651,107
51567,1,2,93,541,253
51568,0,0,9,815,162
51569,1,2,31,876,358
51570,1,2,15,890,145
51571,1,2,22,692,86
51572,0,0,90,136,412
51573,1,2,39,272,0
51574,0,0,90,472,79
51575,1,2,39,80,368
51576,1,2,39,122,368
51577,0,0,21,480,113
51578,1,2,98,126,334
51579,1,2,98,126,334
51580,1,2,98,126,334
51581,1,2,98,126,334
51582,0,0,87,503,1
51583,1,2,86,133,76
51584,0,0,72,631,168
51585,1,2,66,2,212
51586,0,0,52,533,384
51587,1,2,88,500,439
51588,1,2,4,670,219
51589,0,0,4,670,214
51590,1,2,57,95,257
51591,1,2,32,44,147
51592,1,2,19,255,466
51593,0,0,49,586,466
51594,1,2,57,95,50
51595,1,2,98,126,334
51596,1,2,17,631,43
51597,1,2,98,126,334
51598,1,2,8,68,406
51599,1,2,8,878,406
51600,0,0,19,121,107
51601,1,2,74,108,431
51602,0,0,13,504,214
51603,1,2,66,2,358
51604,1,2,57,95,210
51605,1,2,14,412,355
51606,1,2,57,79,197
51607,0,0,57,95,318
51608,1,2,14,567,212
51609,1,2,82,718,302
51610,1,2,44,30,400
51611,0,0,25,917,89
51612,1,2,28,357,219
51613,0,0,19,88,107
51614,1,2,33,906,91
51615,1,2,19,171,289
51616,1,2,33,381,358
51617,1,2,66,2,212
51618,0,0,57,132,218
51619,1,2,49,514,54
51620,1,2,19,514,54
51621,1,2,49,514,54
51622,1,2,19,266,181
51623,1,2,71,359,265
51624,1,2,22,692,466
51625,1,2,42,458,145
51626,1,2,66,59,226
51627,1,2,96,953,185
51628,0,0,21,480,15
51629,0,0,27,2,204
51630,1,2,19,147,466
51631,1,2,44,497,362
51632,1,2,82,682,479
51633,0,0,62,701,38
51634,0,0,80,233,485
51635,0,0,13,136,412
51636,1,2,87,550,1
51637,1,2,38,925,410
51638,1,2,72,964,439
51639,0,1,40,477,177
51640,0,1,24,477,177
51641,1,1,40,61,155
51642,1,1,54,287,233
51643,0,1,40,490,20
51644,1,1,40,256,356
51645,1,1,77,60,348
51646,1,1,77,212,127
51647,1,1,40,764,344
51648,1,1,36,423,352
51649,0,0,24,384,48
51650,1,1,44,940,144
51651,1,1,82,809,424
51652,1,1,16,216,340
51653,0,1,16,621,20
51654,0,1,24,486,177
51655,1,1,70,619,254
51656,1,1,70,356,262
51657,0,1,36,112,94
51658,1,1,77,629,127
51659,1,1,36,673,332
51660,1,1,65,153,23
51661,0,1,53,274,294
51662,1,2,54,656,192
51663,1,2,46,463,11
51664,1,2,50,114,351
51665,1,2,71,855,200
51666,0,0,7,131,499
51667,1,2,75,122,178
51668,0,0,10,753,132
51669,1,2,82,988,400
51670,0,0,13,6,8
51671,1,2,12,682,9
51672,0,0,57,95,50
51673,1,2,5,223,81
51674,1,2,93,72,160
51675,1,2,57,68,210
51676,1,1,53,269,135
51677,1,1,2,364,80
51678,1,1,87,723,322
51679,0,1,0,142,348
51680,1,1,2,142,297
51681,0,0,21,18,113
51682,0,1,2,492,246
51683,1,1,10,293,181
51684,1,1,2,527,472
51685,1,1,2,151,29
51686,0,1,80,726,35
51687,1,1,87,908,183
51688,1,1,82,839,111
51689,0,1,2,18,113
51690,1,1,95,964,304
51691,1,1,2,558,284
51692,0,0,58,160,107
51693,0,0,13,327,472
51694,0,0,13,579,158
51695,0,1,96,579,158
51696,1,1,8,399,406
51697,1,1,2,636,40
51698,1,1,2,633,287
51699,1,1,2,142,98
51700,1,1,15,824,40
51701,1,1,84,275,32
51702,0,1,84,18,113
51703,1,1,2,433,101
51704,1,1,86,906,105
51705,0,1,9,440,343
51706,1,1,38,334,124
51707,1,1,73,304,54
51708,1,1,93,821,133
51709,1,1,96,99,82
51710,0,1,38,334,243
51711,1,1,86,512,486
51712,1,1,93,424,160
51713,0,1,34,118,150
51714,0,1,15,112,363
51715,1,1,2,90,40
51716,0,0,62,579,25
51717,1,1,69,236,284
51718,1,1,2,346,297
51719,1,2,43,364,158
51720,0,0,34,359,150
51721,1,2,1,15,219
51722,1,2,86,608,374
51723,0,0,41,529,113
51724,1,2,96,799,439
51725,1,2,10,444,351
51726,0,0,26,343,79
51727,1,2,95,488,151
51728,1,2,82,250,174
51729,1,2,22,364,80
51730,0,0,62,344,61
51731,1,2,72,727,168
51732,1,2,4,395,394
51733,0,0,96,293,79
51734,1,2,33,147,358
51735,0,0,95,476,471
51736,1,2,6,452,250
51737,0,0,38,925,410
51738,1,2,52,577,141
51739,0,0,14,950,227
51740,1,2,33,79,358
51741,1,2,35,67,481
51742,1,2,9,457,205
51743,1,2,14,501,212
51744,1,2,78,549,301
51745,0,0,28,480,322
51746,1,2,0,655,19
51747,1,2,73,577,466
51748,1,2,26,677,198
51749,0,0,41,323,90
51750,1,2,51,723,71
51751,1,2,87,908,1
51752,1,2,75,192,334
51753,1,2,93,541,334
51754,1,2,56,717,174
51755,1,2,19,66,289
51756,0,0,56,336,61
51757,1,2,78,278,174
51758,1,2,66,2,499
51759,0,0,26,663,433
51760,1,2,84,220,380
51761,0,0,62,136,61
51762,1,2,51,232,394
51763,0,0,35,413,481
51764,1,2,25,934,381
51765,1,2,86,889,165
51766,0,0,55,544,18
51767,0,0,55,544,18
51768,0,0,31,544,18
51769,1,2,87,340,9
51770,0,0,79,922,452
51771,1,2,64,751,264
51772,1,2,20,688,461
51773,1,2,20,209,266
51774,1,2,60,555,364
51775,1,2,19,152,387
51776,1,2,49,980,119
51777,0,0,28,214,434
51778,0,0,34,110,150
51779,0,0,25,845,25
51780,0,0,21,62,134
51781,1,2,35,989,389
51782,1,2,84,78,88
51783,1,2,6,598,253
51784,0,0,62,145,315
51785,1,2,38,715,223
51786,1,2,8,405,136
51787,0,0,9,432,226
51788,1,2,78,962,480
51789,1,2,38,377,159
51790,0,0,35,986,222
51791,0,0,21,240,112
51792,1,2,22,934,15
51793,1,2,87,340,179
51794,0,0,28,214,434
51795,1,2,32,171,495
51796,1,2,31,677,141
51797,0,0,25,985,499
51798,1,2,4,951,54
51799,0,0,19,469,90
51800,1,2,33,500,201
51801,0,0,89,947,382
51802,1,1,66,158,389
51803,1,1,40,920,155
51804,1,1,16,525,287
51805,1,1,65,633,182
51806,1,1,16,219,294
51807,1,1,16,162,274
51808,1,1,70,258,184
51809,1,2,86,441,197
51810,1,2,74,545,431
51811,1,2,31,921,310
51812,1,2,98,65,192
51813,1,2,20,265,358
51814,1,2,84,856,88
51815,1,2,89,84,395
51816,0,0,55,265,497
51817,0,0,55,265,138
51818,0,0,34,359,162
51819,1,2,87,340,9
51820,0,0,55,265,138
51821,0,1,38,870,356
51822,1,1,2,877,141
51823,1,1,10,475,246
51824,1,1,95,773,339
51825,1,1,6,12,26
51826,1,1,0,142,348
51827,1,1,90,12,392
51828,1,1,4,527,472
51829,1,1,84,220,380
51830,1,1,73,877,175
51831,1,1,60,527,285
51832,1,1,86,690,483
51833,1,1,87,256,116
51834,0,0,88,327,306
51835,0,0,88,327,306
51836,0,0,13,327,494
51837,1,1,35,582,380
51838,0,0,96,446,90
51839,0,0,99,63,325
51840,0,0,57,132,218
51841,1,2,84,934,123
51842,1,2,32,615,12
51843,1,2,86,31,487
51844,1,2,38,442,410
51845,1,2,94,31,252
51846,1,2,4,122,67
51847,1,2,55,401,252
51848,1,2,27,442,108
51849,0,0,0,19,377
51850,1,2,50,455,357
51851,1,2,50,455,357
51852,1,2,55,544,22
51853,1,2,55,544,22
51854,1,2,55,544,404
51855,1,2,55,544,22
51856,1,2,55,544,404
51857,1,2,73,175,249
51858,1,2,20,331,245
51859,0,0,52,760,409
51860,0,0,64,742,264
51861,1,2,17,311,65
51862,1,2,46,227,450
51863,0,0,52,985,499
51864,1,2,52,183,42
51865,0,0,62,145,281
51866,1,2,46,94,161
51867,1,2,20,311,65
51868,1,2,98,365,178
51869,1,2,56,23,135
51870,1,2,94,78,381
51871,1,2,95,476,471
51872,0,0,42,368,149
51873,0,0,4,343,59
51874,0,0,13,529,102
51875,1,2,19,152,293
51876,0,0,90,518,104
51877,1,2,88,845,201
51878,1,2,33,59,202
51879,0,0,62,249,193
51880,1,2,4,167,345
51881,1,2,26,13,289
51882,1,2,19,108,374
51883,0,0,58,110,306
51884,1,2,51,835,260
51885,1,2,31,979,448
51886,0,0,90,770,61
51887,1,2,88,171,25
51888,1,2,75,548,122
51889,0,0,0,732,19
51890,0,0,62,394,328
51891,1,2,63,79,197
51892,1,2,38,820,410
51893,1,2,93,645,253
51894,0,0,80,660,485
51895,1,2,38,377,214
51896,1,2,74,909,399
51897,1,2,26,306,175
51898,1,2,15,581,145
51899,1,2,73,908,293
51900,0,0,73,540,90
51901,1,2,78,113,468
51902,1,2,19,419,107
51903,1,2,78,549,483
51904,1,2,90,832,445
51905,0,0,73,233,90
51906,1,2,33,592,358
51907,1,2,17,205,175
51908,1,2,17,311,65
51909,1,2,17,311,65
51910,0,0,64,419,433
51911,1,2,4,500,290
51912,1,2,33,500,290
51913,0,0,13,14,193
51914,1,2,98,967,45
51915,1,2,86,92,287
51916,1,2,88,845,201
51917,1,2,86,31,487
51918,0,0,19,586,90
51919,1,2,0,30,19
51920,0,0,78,962,10
51921,1,2,87,2,141
51922,0,0,72,121,193
51923,1,2,74,967,160
51924,0,0,94,55,134
51925,0,0,21,193,134
51926,0,0,21,55,134
51927,0,0,13,249,193
51928,1,2,90,832,445
51929,1,2,82,66,24
51930,1,2,15,890,145
51931,0,0,89,917,193
51932,1,2,35,607,481
51933,1,2,25,677,252
51934,0,0,89,650,273
51935,1,2,95,129,398
51936,0,0,80,677,360
51937,1,2,99,483,475
51938,0,0,35,360,409
51939,1,2,32,926,241
51940,1,2,71,163,301
51941,1,2,55,269,135
51942,0,0,71,24,143
51943,1,2,99,432,406
51944,1,2,35,607,409
51945,1,2,73,905,124
51946,0,0,22,193,166
51947,1,2,82,13,400
51948,0,0,13,144,382
51949,1,2,4,433,25
51950,1,2,73,312,250
51951,0,0,22,150,216
51952,0,0,13,540,59
51953,1,2,56,269,135
51954,1,1,36,467,176
51955,0,1,53,976,97
51956,1,1,70,955,23
51957,1,1,65,159,23
51958,1,1,36,612,221
51959,1,1,70,258,184
51960,1,1,65,456,410
51961,1,1,84,863,32
51962,1,1,70,734,144
51963,1,1,36,467,176
51964,1,1,54,206,411
51965,1,1,54,206,411
51966,1,1,82,416,302
51967,1,1,70,920,144
51968,1,1,65,601,424
51969,0,0,13,952,281
51970,1,2,12,27,9
51971,1,2,87,27,9
51972,1,2,26,545,13
51973,1,2,71,524,200
51974,0,0,13,249,193
51975,1,2,84,393,383
51976,0,0,14,111,227
51977,1,2,86,545,249
51978,1,2,57,918,284
51979,0,0,13,950,227
51980,1,2,78,524,313
51981,1,2,20,209,13
51982,1,2,26,469,175
51983,1,2,93,498,13
51984,1,2,4,27,9
51985,1,2,57,68,112
51986,0,0,26,560,285
51987,0,0,95,597,391
51988,0,0,89,499,207
51989,0,0,88,450,199
51990,1,2,98,967,334
51991,1,2,32,904,151
51992,0,0,34,869,143
51993,0,0,25,963,394
51994,1,2,33,592,394
51995,1,2,86,963,394
51996,1,2,38,290,199
51997,0,0,89,499,207
51998,1,2,86,592,394
51999,1,2,66,201,443
52000,1,2,6,154,399
52001,0,0,34,359,10
52002,1,1,2,31,487
52003,1,1,2,361,494
52004,1,1,10,112,363
52005,1,1,50,337,357
52006,0,0,84,950,227
52007,0,0,21,636,322
52008,1,1,60,330,297
52009,1,1,96,362,290
52010,1,1,78,212,313
52011,1,1,93,633,287
52012,1,1,70,328,194
52013,0,1,2,151,29
52014,1,1,93,506,334
52015,1,1,36,90,24
52016,1,1,90,12,430
52017,1,1,87,256,356
52018,0,1,87,523,35
52019,1,1,2,854,252
52020,1,1,94,636,322
52021,1,1,95,773,339
52022,0,0,0,439,3
52023,1,1,74,700,493
52024,0,1,60,159,285
52025,1,1,5,656,380
52026,0,1,25,419,433
52027,0,1,13,540,494
52028,1,1,31,142,188
52029,1,1,74,700,493
52030,0,0,21,55,134
52031,1,1,88,964,201
52032,0,0,62,384,299
52033,1,1,44,362,228
52034,1,1,82,487,396
52035,1,1,72,270,396
52036,0,0,87,256,452
52037,0,1,27,111,141
52038,0,0,4,459,214
52039,0,0,22,710,207
52040,1,2,45,49,122
52041,1,2,74,49,122
52042,1,2,57,303,257
52043,0,0,56,24,28
52044,0,0,13,24,28
52045,0,0,13,24,28
52046,0,0,13,24,28
52047,0,0,13,24,28
52048,0,0,13,24,28
52049,0,0,22,24,28
52050,0,0,13,24,28
52051,0,0,13,24,28
52052,0,0,22,24,28
52053,0,0,13,24,28
52054,0,0,13,24,28
52055,1,2,4,604,201
52056,0,0,4,343,59
52057,0,0,19,540,90
52058,1,2,74,91,92
52059,1,2,88,954,201
52060,1,2,82,787,445
52061,0,0,13,540,193
52062,1,2,86,511,7
52063,1,2,88,845,201
52064,1,2,45,119,201
52065,1,2,74,107,399
52066,1,2,38,396,410
52067,1,2,66,201,443
52068,1,2,38,4,125
52069,1,2,56,999,293
52070,1,2,74,548,122
52071,0,0,73,194,293
52072,1,2,38,396,197
52073,1,2,90,787,445
52074,1,2,51,554,1
52075,1,2,22,692,275
52076,0,0,21,240,112
52077,0,0,21,240,134
52078,0,0,72,552,168
52079,1,2,15,255,181
52080,1,2,90,832,445
52081,1,2,32,419,12
52082,1,2,72,890,145
52083,1,2,57,306,257
52084,1,2,57,13,362
52085,0,0,72,572,446
52086,1,2,22,577,466
52087,1,2,0,995,426
52088,1,2,64,502,223
52089,1,2,46,94,161
52090,1,2,64,927,238
52091,0,0,64,139,402
52092,0,0,38,893,159
52093,0,0,91,395,119
52094,0,0,9,301,169
52095,0,0,79,523,323
52096,1,2,6,452,386
52097,1,2,8,553,136
52098,1,2,28,595,203
52099,1,2,20,381,358
52100,1,2,23,40,43
52101,1,2,92,936,316
52102,1,2,10,941,146
52103,0,0,52,617,295
52104,1,2,79,972,237
52105,1,2,23,385,237
52106,1,2,91,707,106
52107,0,0,41,911,152
52108,0,1,53,477,177
52109,0,0,80,241,169
52110,0,0,80,241,169
52111,0,0,80,241,169
52112,0,0,9,440,335
52113,1,1,96,341,76
52114,1,1,33,133,2
52115,1,1,32,440,335
52116,0,0,49,174,491
52117,1,2,75,548,122
52118,1,2,96,99,358
52119,1,2,26,40,198
52120,1,2,6,595,203
52121,1,2,8,351,366
52122,1,2,6,452,386
52123,1,2,6,595,399
52124,1,2,98,115,334
52125,0,0,17,391,272
52126,1,2,55,898,404
52127,0,0,80,9,360
52128,0,0,41,343,328
52129,1,2,73,831,293
52130,1,2,32,641,219
52131,0,0,11,326,328
52132,1,2,98,967,287
52133,1,2,19,540,195
52134,0,0,94,149,278
52135,1,2,83,243,57
52136,0,0,92,923,114
52137,1,2,33,445,93
52138,0,0,11,596,95
52139,0,0,76,473,204
52140,0,0,11,489,206
52141,0,0,92,150,216
52142,0,1,24,466,306
52143,1,1,44,100,111
52144,1,1,37,438,429
52145,1,1,37,438,455
52146,0,0,34,295,10
52147,1,1,74,346,493
52148,0,0,11,327,401
52149,0,0,88,339,306
52150,1,1,37,512,286
52151,1,1,66,270,396
52152,1,1,37,50,82
52153,1,1,69,246,284
52154,1,1,63,681,496
52155,0,0,57,68,210
52156,1,2,42,36,278
52157,0,0,62,344,328
52158,1,2,33,867,309
52159,0,0,11,489,206
52160,1,2,20,735,269
52161,0,0,7,903,372
52162,0,0,46,380,161
52163,1,2,7,705,353
52164,1,2,63,26,465
52165,0,0,76,302,277
52166,0,0,76,368,458
52167,1,2,3,270,477
52168,1,2,68,45,453
52169,1,2,6,724,70
52170,0,0,11,326,21
52171,1,2,83,54,435
52172,1,2,68,530,343
52173,0,0,11,150,251
52174,1,2,63,609,307
52175,1,2,57,974,257
52176,1,2,11,453,206
52177,1,2,63,390,236
52178,0,0,11,5,213
52179,0,0,63,149,278
52180,1,2,3,363,172
52181,1,2,3,45,256
52182,0,0,11,338,361
52183,0,0,7,485,353
52184,1,2,30,641,180
52185,0,0,11,489,372
52186,0,0,11,314,318
52187,0,0,76,380,277
52188,0,0,57,761,170
52189,1,2,3,363,172
52190,1,2,87,316,251
52191,1,2,92,418,361
52192,0,1,65,679,21
52193,1,1,68,475,363
52194,1,2,59,418,269
52195,1,1,37,438,429
52196,1,1,37,474,58
52197,0,0,83,474,58
52198,0,0,11,610,401
52199,0,0,11,342,244
52200,1,1,37,26,286
52201,0,0,94,75,421
52202,0,0,11,563,8
52203,0,1,27,725,315
52204,1,1,37,780,286
52205,1,1,37,679,286
52206,1,1,37,728,299
52207,0,0,76,679,277
52208,0,0,30,474,224
52209,1,1,37,16,453
52210,0,0,11,922,271
52211,0,0,11,253,21
52212,0,0,11,253,21
52213,0,0,11,394,328
52214,0,0,11,563,21
52215,1,2,3,253,271
52216,0,0,76,348,307
52217,1,2,92,759,256
52218,0,0,11,342,244
52219,1,2,63,403,477
52220,1,2,83,453,103
52221,0,0,11,321,164
52222,1,2,3,363,172
52223,1,2,59,675,427
52224,0,0,11,974,189
52225,0,0,11,974,364
52226,1,2,29,288,63
52227,0,0,11,916,189
52228,0,0,76,800,277
52229,0,0,57,974,257
52230,1,2,63,609,458
52231,0,0,34,22,10
52232,0,0,34,22,10
52233,1,2,20,693,52
52234,0,0,22,404,109
52235,1,2,4,998,19
52236,1,2,60,159,285
52237,0,0,13,977,59
52238,1,2,22,411,55
52239,1,2,45,967,160
52240,1,2,42,696,149
52241,0,0,72,313,73
52242,1,2,42,696,149
52243,1,1,40,912,221
52244,1,1,77,177,220
52245,1,2,20,702,486
52246,0,0,17,185,378
52247,1,2,26,183,420
52248,0,0,56,937,115
52249,1,2,71,484,186
52250,1,2,78,909,146
52251,0,0,89,889,370
52252,0,0,80,9,162
52253,0,1,58,112,79
52254,1,1,66,2,396
52255,1,1,98,126,45
52256,1,2,43,108,374
52257,0,0,22,942,279
52258,1,2,38,80,399
52259,1,2,22,692,275
52260,0,0,88,604,73
52261,1,2,31,998,188
52262,1,2,26,593,252
52263,1,2,5,126,81
52264,0,0,62,572,321
52265,1,2,90,66,387
52266,1,2,71,896,143
52267,1,2,64,620,223
52268,1,2,64,447,264
52269,1,2,20,106,373
52270,0,0,46,166,11
52271,0,0,64,674,238
52272,1,2,90,717,174
52273,0,0,72,454,11
52274,1,2,79,523,323
52275,0,0,49,300,120
52276,0,0,80,282,169
52277,1,2,91,757,156
52278,1,2,28,645,418
52279,0,0,34,534,17
52280,1,2,45,291,242
52281,1,2,78,534,174
52282,1,2,0,931,142
52283,1,2,23,972,237
52284,1,2,91,569,36
52285,0,0,21,199,230
52286,0,0,80,9,169
52287,1,2,75,43,425
52288,0,0,82,790,37
52289,1,2,47,546,120
52290,0,0,79,323,38
52291,0,0,57,491,50
52292,1,2,78,305,240
52293,0,0,21,240,134
52294,1,2,89,798,207
52295,1,1,44,309,490
52296,0,0,58,696,134
52297,0,0,62,102,25
52298,1,2,19,471,374
52299,1,2,78,549,480
52300,1,2,22,562,80
52301,1,2,20,702,461
52302,1,2,46,944,161
52303,0,0,57,491,50
52304,0,0,25,496,250
52305,1,2,22,692,466
52306,0,0,56,659,438
52307,1,2,56,255,246
52308,0,0,89,650,404
52309,1,2,15,310,67
52310,1,2,93,71,160
52311,0,0,72,964,439
52312,0,0,72,487,196
52313,1,2,6,953,135
52314,1,2,45,488,495
52315,0,0,25,336,89
52316,1,2,96,50,420
52317,1,2,8,556,242
52318,1,2,60,672,468
52319,0,0,22,647,216
52320,1,2,5,501,81
52321,0,0,25,55,126
52322,0,0,88,683,491
52323,1,2,95,826,183
52324,0,0,13,144,472
52325,1,2,56,434,115
52326,1,2,94,990,142
52327,0,0,92,456,410
52328,1,2,88,964,439
52329,1,2,97,858,334
52330,1,2,32,775,12
52331,1,2,38,290,410
52332,1,1,93,175,133
52333,0,1,21,507,261
52334,1,1,2,164,101
52335,1,1,33,310,202
52336,0,0,62,853,328
52337,1,2,22,364,466
52338,1,2,33,310,30
52339,1,2,75,909,0
52340,0,0,72,67,387
52341,1,2,90,346,387
52342,1,2,19,66,387
52343,1,2,19,255,124
52344,1,2,46,705,31
52345,0,0,76,987,409
52346,0,0,7,961,307
52347,1,2,7,705,31
52348,1,2,83,687,248
52349,0,0,11,342,244
52350,0,0,30,198,189
52351,0,0,30,353,162
52352,1,2,30,213,62
52353,1,2,57,306,354
52354,1,2,3,363,172
52355,1,2,48,583,455
52356,1,2,30,252,343
52357,0,0,11,410,62
52358,1,2,30,680,463
52359,1,2,29,286,236
52360,1,2,63,350,429
52361,1,2,48,819,429
52362,1,2,45,910,365
52363,1,2,83,559,234
52364,1,2,48,642,87
52365,1,2,3,642,435
52366,1,2,48,683,31
52367,1,2,30,431,415
52368,1,2,48,69,455
52369,1,2,76,82,103
52370,0,0,48,76,307
52371,1,2,48,76,307
52372,1,2,20,705,83
52373,1,2,48,743,83
52374,1,2,48,743,83
52375,1,2,85,516,331
52376,1,2,48,914,341
52377,0,1,87,503,224
52378,1,1,69,306,354
52379,0,0,11,486,8
52380,1,1,71,543,47
52381,0,0,48,187,473
52382,1,2,48,797,361
52383,0,0,48,509,429
52384,1,2,48,430,263
52385,0,0,11,614,189
52386,0,0,48,230,170
52387,1,2,30,919,391
52388,1,2,83,316,251
52389,0,0,56,961,307
52390,1,2,83,54,435
52391,1,2,48,747,170
52392,1,2,59,689,354
52393,1,2,76,82,130
52394,1,2,30,120,379
52395,1,2,95,807,398
52396,1,2,14,711,50
52397,1,2,17,311,65
52398,1,2,20,209,266
52399,1,2,45,741,225
52400,1,2,26,651,107
52401,1,2,26,152,441
52402,1,2,82,87,400
52403,1,2,15,756,32
52404,1,2,73,357,101
52405,0,0,58,581,250
52406,0,0,71,118,150
52407,1,2,31,645,310
52408,0,0,22,360,166
52409,1,2,26,183,13
52410,1,1,82,865,2
52411,1,1,2,90,40
52412,1,1,32,9,35
52413,1,1,74,164,101
52414,0,0,21,240,27
52415,0,0,41,102,328
52416,1,2,26,224,364
52417,1,2,93,124,334
52418,1,2,56,664,483
52419,1,2,57,979,210
52420,1,2,57,20,448
52421,1,2,15,366,292
52422,1,2,26,152,441
52423,1,2,19,152,441
52424,1,2,6,131,386
52425,0,0,85,292,171
52426,1,2,64,944,476
52427,1,2,4,662,181
52428,1,2,99,704,241
52429,1,2,52,2,109
52430,1,2,57,973,291
52431,1,2,71,640,265
52432,1,2,54,365,334
52433,1,2,71,855,460
52434,1,1,86,512,486
52435,0,0,26,346,106
52436,1,2,4,662,67
52437,1,2,25,255,126
52438,1,2,20,993,309
52439,1,2,73,255,253
52440,1,2,75,124,334
52441,0,0,13,430,263
52442,1,2,87,908,251
52443,1,2,51,682,183
52444,1,2,50,337,351
52445,1,2,17,719,175
52446,1,2,73,248,105
52447,1,2,14,393,448
52448,1,2,84,393,196
52449,0,0,0,537,142
52450,0,0,55,35,206
52451,1,2,20,290,100
52452,1,1,45,507,191
52453,0,0,55,180,404
52454,1,2,22,577,45
52455,1,2,19,255,181
52456,1,2,82,234,211
52457,1,2,39,123,479
52458,0,0,14,959,261
52459,1,2,20,691,100
52460,0,0,80,802,371
52461,1,2,15,366,292
52462,0,0,7,40,353
52463,0,0,42,675,427
52464,1,2,39,171,289
52465,0,0,80,333,360
52466,1,2,71,448,165
52467,1,2,57,918,460
52468,1,2,46,183,13
52469,1,2,45,405,68
52470,1,2,20,589,383
52471,1,1,5,358,16
52472,1,1,44,561,284
52473,0,0,41,911,152
52474,1,2,32,769,147
52475,0,0,34,342,456
52476,1,2,95,668,313
52477,1,2,59,991,126
52478,1,2,51,835,260
52479,1,2,33,906,91
52480,1,2,78,51,313
52481,1,2,63,570,275
52482,1,2,20,932,266
52483,0,0,7,437,259
52484,1,2,20,944,13
52485,1,2,52,943,42
52486,1,2,20,944,269
52487,1,2,20,653,167
52488,0,0,64,273,121
52489,1,2,20,721,269
52490,1,2,46,667,264
52491,1,2,52,943,42
52492,1,2,64,927,269
52493,1,2,20,268,336
52494,1,2,57,306,210
52495,1,2,6,978,71
52496,1,2,88,28,201
52497,0,0,57,314,318
52498,1,2,33,978,358
52499,1,2,42,5,213
52500,0,0,27,178,491
52501,0,0,22,804,409
52502,1,2,20,771,42
52503,1,2,32,844,255
52504,1,2,20,267,336
52505,1,2,54,626,201
52506,0,0,80,333,388
52507,0,0,34,321,480
52508,0,0,7,74,269
52509,0,0,13,150,216
52510,1,2,8,405,200
52511,1,2,45,351,366
52512,1,2,98,126,417
52513,0,0,63,590,275
52514,1,2,52,82,42
52515,0,0,34,557,456
52516,1,2,23,98,310
52517,1,2,20,234,383
52518,0,0,46,834,39
52519,1,2,6,117,121
52520,1,2,23,385,454
52521,0,0,59,347,132
52522,0,0,99,970,180
52523,1,2,59,347,395
52524,1,1,32,587,180
52525,1,1,32,926,241
52526,1,1,69,513,291
52527,1,1,93,506,85
52528,1,1,6,242,107
52529,0,0,95,476,471
52530,1,2,8,211,136
52531,1,2,78,549,483
52532,1,2,45,49,225
52533,1,2,28,645,434
52534,0,0,96,317,337
52535,0,0,34,317,456
52536,1,2,32,573,180
52537,1,2,96,573,439
52538,1,2,31,535,457
52539,1,2,99,900,475
52540,1,2,99,451,180
52541,1,2,82,865,202
52542,0,0,92,907,114
52543,1,2,19,171,289
52544,0,0,26,343,170
52545,0,0,80,615,242
52546,1,2,64,374,240
52547,1,2,64,944,44
52548,1,2,64,628,44
52549,1,2,64,628,44
52550,0,0,64,6,281
52551,1,2,39,15,93
52552,0,0,18,354,3
52553,0,0,81,248,126
52554,1,2,42,666,439
52555,0,0,94,762,432
52556,1,2,14,429,464
52557,0,0,10,444,484
52558,1,2,81,777,375
52559,1,2,10,849,386
52560,1,2,18,893,54
52561,0,0,0,649,3
52562,0,0,41,632,449
52563,1,2,45,279,280
52564,0,0,34,599,10
52565,1,2,98,398,488
52566,0,0,81,264,61
52567,1,2,33,381,100
52568,0,0,34,716,150
52569,0,0,0,649,3
52570,1,2,98,143,417
52571,1,2,81,972,237
52572,0,0,81,560,341
52573,0,1,14,899,319
52574,1,1,69,95,284
52575,1,1,93,508,160
52576,1,1,69,426,422
52577,1,1,82,322,479
52578,0,1,39,739,3
52579,0,1,0,979,3
52580,1,2,93,124,122
52581,0,0,41,354,49
52582,0,0,21,240,27
52583,0,0,21,55,134
52584,0,0,94,812,22
52585,1,2,18,465,66
52586,1,2,18,465,66
52587,0,0,0,537,3
52588,1,2,28,896,478
52589,1,2,52,85,498
52590,0,0,64,678,240
52591,1,2,38,396,60
52592,1,2,71,706,200
52593,1,2,46,638,443
52594,0,0,22,360,497
52595,1,2,49,514,54
52596,1,2,66,215,292
52597,1,2,93,699,440
52598,0,0,58,966,370
52599,1,2,78,516,331
52600,1,1,2,585,98
52601,0,1,43,354,163
52602,0,0,80,101,360
52603,0,0,22,360,216
52604,1,1,8,468,35
52605,1,1,78,406,480
