,2Means_prot,3Means_prot,100Means_prot,1000Means_prot,500Means_prot
31395,0,0,11,342,244
31396,1,1,37,26,286
31397,1,1,37,26,286
31398,0,0,94,75,421
31399,0,1,11,198,189
31400,0,0,83,833,234
31401,1,1,3,302,229
31402,0,0,11,610,401
31403,0,1,37,410,372
31404,1,1,69,48,364
31405,0,0,11,394,328
31406,1,2,3,253,271
31407,0,0,11,342,244
31408,0,0,71,851,143
31409,0,0,11,489,95
31410,1,2,59,675,427
31411,1,2,82,675,427
31412,0,0,11,974,189
31413,0,0,92,193,372
31414,1,2,92,161,4
31415,0,0,11,974,364
31416,1,2,83,243,57
31417,0,0,11,669,244
31418,1,2,29,568,451
31419,1,2,33,79,93
31420,1,2,93,201,443
31421,1,2,86,31,487
31422,1,2,0,232,141
31423,1,2,93,32,368
31424,1,2,5,137,252
31425,1,2,38,290,410
31426,0,0,85,847,249
31427,1,2,64,944,115
31428,1,2,64,754,264
31429,1,2,74,272,0
31430,1,2,73,814,374
31431,1,2,43,814,158
31432,1,2,33,814,202
31433,1,2,51,254,260
31434,0,0,13,229,207
31435,0,0,84,811,88
31436,0,0,13,229,216
31437,1,2,78,938,174
31438,0,0,66,2,384
31439,1,2,22,328,194
31440,0,0,34,696,149
31441,0,0,42,696,149
31442,0,0,13,229,28
31443,0,0,58,536,370
31444,1,2,0,655,19
31445,1,2,31,683,141
31446,0,0,21,240,59
31447,1,2,94,655,19
31448,1,2,78,549,52
31449,0,0,71,172,436
31450,0,0,88,249,193
31451,0,0,25,260,89
31452,0,0,94,203,27
31453,1,2,33,542,194
31454,0,0,60,105,105
31455,1,2,38,79,197
31456,0,0,19,433,73
31457,1,2,33,310,358
31458,1,2,9,125,173
31459,0,0,22,785,149
31460,1,2,50,424,357
31461,0,0,56,889,250
31462,1,2,66,2,168
31463,1,2,33,59,358
31464,0,0,72,313,24
31465,1,2,82,66,400
31466,1,2,93,497,362
31467,1,2,86,566,487
31468,0,0,57,118,150
31469,0,0,55,576,252
31470,1,2,84,820,88
31471,0,0,89,536,273
31472,0,0,89,364,80
31473,1,2,32,197,46
31474,1,2,71,805,165
31475,0,0,25,260,89
31476,0,0,25,260,89
31477,1,2,98,967,160
31478,1,2,74,548,122
31479,0,0,57,250,257
31480,1,2,66,2,168
31481,1,2,73,554,253
31482,1,2,35,607,148
31483,0,0,72,2,168
31484,1,2,19,107,399
31485,1,1,40,912,221
31486,1,1,36,723,71
31487,1,1,53,992,131
31488,1,1,35,736,424
31489,1,1,77,685,127
31490,1,1,16,773,294
31491,0,1,77,60,344
31492,1,1,70,60,344
31493,1,1,65,601,424
31494,0,1,70,12,177
31495,1,2,86,938,146
31496,1,2,17,637,65
31497,1,2,87,175,9
31498,1,2,5,501,81
31499,1,2,57,498,50
31500,1,2,38,290,410
31501,0,0,88,144,382
31502,1,2,17,637,308
31503,1,2,73,194,188
31504,1,2,55,889,386
31505,1,2,86,545,249
31506,0,0,34,937,10
31507,0,0,55,529,404
31508,1,1,2,361,494
31509,1,1,22,736,466
31510,1,1,98,967,160
31511,0,1,43,182,494
31512,0,1,80,9,35
31513,0,0,80,942,279
31514,0,0,13,249,193
31515,1,1,69,462,305
31516,0,1,96,947,494
31517,1,1,2,328,194
31518,0,0,13,327,494
31519,1,1,4,527,472
31520,1,1,22,364,80
31521,0,0,13,377,214
31522,0,0,21,785,149
31523,0,0,22,785,149
31524,0,0,13,950,227
31525,1,2,51,232,260
31526,1,2,55,670,252
31527,1,2,22,446,194
31528,1,2,75,909,84
31529,1,2,20,106,373
31530,1,2,85,630,156
31531,1,2,32,125,426
31532,1,2,42,825,342
31533,1,2,39,488,174
31534,1,2,8,660,485
31535,1,2,75,389,425
31536,1,2,66,165,226
31537,1,2,23,493,105
31538,1,2,91,300,120
31539,0,0,32,88,147
31540,1,2,57,236,26
31541,1,2,32,46,84
31542,1,2,57,236,198
31543,1,2,49,300,120
31544,0,0,0,172,19
31545,0,0,91,88,11
31546,0,0,91,88,11
31547,0,0,91,88,11
31548,1,2,47,906,197
31549,1,2,47,768,76
31550,1,2,88,300,243
31551,0,0,49,165,226
31552,0,0,49,165,226
31553,1,2,47,34,355
31554,0,0,79,550,237
31555,0,0,21,984,243
31556,1,2,94,127,418
31557,1,2,47,979,210
31558,0,0,79,88,393
31559,1,2,88,954,243
31560,1,2,47,77,418
31561,1,2,14,246,261
31562,0,0,49,367,279
31563,0,0,49,950,129
31564,1,2,91,50,420
31565,1,2,5,389,425
31566,1,2,75,389,160
31567,0,0,58,394,328
31568,1,2,75,794,84
31569,1,2,47,184,197
31570,1,2,91,281,56
31571,1,2,91,281,56
31572,0,0,80,399,485
31573,1,2,93,43,425
31574,0,0,34,359,143
31575,0,0,34,698,107
31576,1,2,75,389,425
31577,1,2,39,698,107
31578,1,2,90,755,115
31579,1,2,91,375,54
31580,1,1,98,356,127
31581,1,2,91,630,156
31582,1,2,91,757,156
31583,0,0,95,597,168
31584,1,2,75,308,425
31585,1,2,98,43,425
31586,1,2,47,595,418
31587,1,2,23,569,36
31588,1,2,23,569,36
31589,0,1,96,293,79
31590,0,1,79,414,11
31591,1,1,42,713,339
31592,1,1,47,133,76
31593,1,1,21,199,40
31594,1,1,8,246,284
31595,1,1,75,349,84
31596,1,2,47,441,197
31597,1,2,47,845,418
31598,1,2,42,825,418
31599,1,2,47,419,433
31600,0,0,91,881,386
31601,0,0,62,103,321
31602,1,2,75,718,302
31603,0,0,79,645,418
31604,1,2,47,184,197
31605,1,2,4,799,403
31606,1,2,42,458,145
31607,0,0,84,576,139
31608,1,2,42,458,145
31609,1,2,25,999,126
31610,1,2,17,311,65
31611,1,2,9,25,384
31612,0,0,62,171,25
31613,1,2,18,39,187
31614,1,2,98,126,45
31615,1,2,17,311,65
31616,1,2,51,89,133
31617,0,0,6,387,11
31618,0,0,58,240,27
31619,0,0,62,249,193
31620,1,2,82,500,375
31621,1,2,44,79,209
31622,1,2,8,211,136
31623,0,0,57,928,25
31624,0,0,15,313,79
31625,0,0,80,523,323
31626,1,1,16,204,322
31627,1,1,65,37,474
31628,1,1,70,258,184
31629,1,1,65,873,98
31630,1,2,73,27,9
31631,0,0,57,68,338
31632,1,2,14,837,464
31633,1,2,88,290,73
31634,0,0,56,55,134
31635,1,1,53,608,430
31636,1,1,32,547,147
31637,1,1,2,151,430
31638,0,1,89,996,20
31639,1,1,2,983,49
31640,1,1,44,309,490
31641,1,1,53,312,430
31642,1,1,96,175,209
31643,1,1,39,634,493
31644,1,1,96,500,290
31645,1,2,73,469,188
31646,1,2,33,33,403
31647,0,0,14,567,210
31648,1,2,19,312,250
31649,0,0,73,566,125
31650,1,2,86,401,67
31651,1,2,54,349,334
31652,1,2,55,434,252
31653,0,0,13,14,281
31654,0,0,46,166,161
31655,1,2,17,311,65
31656,1,2,85,847,476
31657,0,0,19,471,90
31658,0,0,22,659,438
31659,0,0,0,738,157
31660,1,2,32,704,241
31661,0,0,80,573,162
31662,0,0,89,496,328
31663,1,2,22,710,86
31664,1,2,10,122,150
31665,0,0,73,56,289
31666,1,2,95,807,398
31667,1,2,27,174,491
31668,0,0,31,24,188
31669,1,2,95,615,463
31670,0,0,96,732,157
31671,1,2,33,184,197
31672,0,0,72,313,73
31673,1,2,35,364,481
31674,0,0,62,171,25
31675,1,2,32,660,35
31676,1,2,15,266,181
31677,1,2,4,1,209
31678,0,0,25,55,126
31679,0,0,57,95,420
31680,1,1,70,356,262
31681,1,1,16,873,294
31682,0,0,57,95,257
31683,0,0,22,257,166
31684,1,2,8,478,241
31685,1,2,12,570,115
31686,0,0,56,179,437
31687,1,2,97,337,357
31688,1,2,42,68,112
31689,1,2,10,571,117
31690,1,1,2,151,40
31691,1,1,32,726,35
31692,1,1,32,101,313
31693,1,1,36,871,183
31694,1,1,43,128,46
31695,0,0,80,749,360
31696,1,1,27,817,283
31697,0,0,35,67,481
31698,1,1,50,625,85
31699,1,2,19,433,195
31700,1,2,19,661,381
31701,0,0,48,679,473
31702,1,2,48,535,473
31703,1,2,51,392,251
31704,1,2,59,277,72
31705,0,0,30,120,415
31706,1,2,29,47,258
31707,1,2,35,703,458
31708,1,2,48,378,477
31709,1,2,7,705,300
31710,0,0,7,792,281
31711,0,0,7,922,473
31712,1,2,30,120,415
31713,1,2,42,879,213
31714,0,0,15,64,41
31715,0,0,48,155,361
31716,0,0,92,907,277
31717,1,2,30,687,248
31718,0,0,30,997,415
31719,0,0,76,155,277
31720,1,2,59,710,72
31721,1,2,76,882,204
31722,0,0,76,535,28
31723,0,0,56,897,307
31724,1,2,51,584,260
31725,1,2,30,641,14
31726,1,2,48,705,300
31727,0,0,48,73,239
31728,0,0,11,155,239
31729,1,2,56,285,62
31730,0,0,11,342,244
31731,0,0,56,285,307
31732,0,0,58,187,473
31733,1,2,63,350,429
31734,1,2,30,797,435
31735,1,2,29,369,435
31736,1,2,29,369,435
31737,0,0,82,283,239
31738,0,0,72,727,446
31739,1,2,29,32,0
31740,1,2,48,8,209
31741,1,2,83,860,435
31742,1,2,59,658,189
31743,0,0,83,338,361
31744,0,0,76,725,277
31745,0,0,11,230,170
31746,1,2,57,306,257
31747,1,2,48,559,251
31748,1,2,57,306,354
31749,1,2,87,559,251
31750,1,2,83,45,361
31751,0,0,11,155,239
31752,0,0,94,348,307
31753,1,2,48,285,361
31754,1,2,29,369,435
31755,0,0,76,155,277
31756,1,2,30,431,415
31757,1,2,76,473,204
31758,1,1,29,517,423
31759,1,1,37,284,298
31760,1,1,16,778,172
31761,1,1,37,284,298
31762,0,1,82,697,254
31763,1,1,36,994,117
31764,1,2,59,277,72
31765,0,0,59,748,239
31766,1,2,30,646,365
31767,1,2,29,277,72
31768,0,0,30,997,415
31769,0,0,7,563,327
31770,0,0,11,961,307
31771,0,0,7,155,239
31772,1,2,83,827,87
31773,1,2,30,407,313
31774,1,2,87,682,9
31775,1,2,48,45,87
31776,0,0,11,348,277
31777,1,2,59,363,172
31778,0,0,7,520,70
31779,1,2,48,914,341
31780,1,1,43,73,62
31781,1,1,54,852,435
31782,1,1,29,879,213
31783,0,0,76,474,130
31784,0,1,76,725,139
31785,1,1,37,680,62
31786,0,0,11,155,306
31787,1,1,37,852,82
31788,0,0,11,102,306
31789,0,1,69,48,210
31790,1,1,68,766,363
31791,1,1,83,283,58
31792,1,1,37,583,455
31793,0,0,30,803,489
31794,0,1,76,474,277
31795,0,0,83,155,361
31796,1,2,48,73,239
31797,1,2,60,73,239
31798,1,2,48,430,263
31799,0,0,11,614,189
31800,0,0,76,348,114
31801,1,2,48,958,239
31802,1,2,48,583,455
31803,1,2,76,882,204
31804,0,0,11,155,372
31805,1,2,42,363,301
31806,0,0,13,62,259
31807,1,2,98,349,334
31808,1,2,0,60,252
31809,1,2,0,655,142
31810,0,0,34,937,10
31811,1,2,88,566,125
31812,1,2,56,754,461
31813,0,0,64,754,240
31814,0,0,17,311,308
31815,1,2,64,282,476
31816,1,2,64,801,295
31817,1,2,46,571,217
31818,1,2,64,856,264
31819,1,2,57,754,50
31820,1,2,66,130,211
31821,0,0,90,344,321
31822,1,2,66,59,212
31823,1,2,22,67,466
31824,0,0,62,294,3
31825,0,0,94,813,497
31826,0,0,27,377,88
31827,0,0,1,878,371
31828,0,0,56,55,259
31829,0,0,0,738,157
31830,0,0,0,738,157
31831,1,2,5,501,81
31832,0,0,34,212,38
31833,0,0,19,121,90
31834,0,0,57,979,210
31835,0,0,34,359,143
31836,0,0,88,339,306
31837,1,2,84,785,55
31838,1,2,42,879,149
31839,1,2,66,59,212
31840,0,0,78,141,480
31841,1,2,96,566,209
31842,0,0,62,526,289
31843,0,0,62,344,61
31844,1,2,49,4,374
31845,0,0,38,357,219
31846,0,0,41,985,499
31847,0,0,13,977,27
31848,1,2,6,387,386
31849,1,2,71,295,265
31850,0,0,66,2,88
31851,1,2,32,758,12
31852,1,2,32,432,495
31853,1,2,15,566,181
31854,1,1,16,657,413
31855,0,1,24,384,8
31856,0,1,16,492,231
31857,1,1,69,561,179
31858,1,1,65,781,23
31859,0,0,24,492,94
31860,1,1,77,912,482
31861,0,0,24,319,94
31862,1,1,65,873,274
31863,1,1,5,580,16
31864,0,0,17,18,113
31865,1,2,94,538,142
31866,1,2,19,419,308
31867,1,2,82,682,302
31868,1,2,85,282,476
31869,0,0,21,391,272
31870,1,2,66,215,212
31871,1,2,23,197,431
31872,1,2,20,59,100
31873,1,1,86,608,487
31874,1,1,2,108,98
31875,0,1,88,954,5
31876,1,1,2,361,494
31877,1,1,87,660,35
31878,1,1,88,845,101
31879,1,1,43,182,486
31880,0,0,58,977,59
31881,0,1,58,112,363
31882,1,1,31,142,253
31883,1,1,66,771,148
31884,0,0,21,636,27
31885,1,2,60,105,364
31886,1,2,42,363,301
31887,1,2,99,900,475
31888,1,2,96,500,290
31889,1,2,31,670,188
31890,1,2,14,34,212
31891,1,2,10,122,30
31892,1,2,14,442,355
31893,1,2,93,124,178
31894,1,2,69,979,355
31895,1,2,85,539,476
31896,1,2,64,282,476
31897,1,2,17,311,65
31898,1,2,64,89,386
31899,1,2,38,566,159
31900,1,2,32,523,323
31901,0,0,57,132,218
31902,1,2,99,704,241
31903,0,0,58,62,105
31904,0,0,19,81,30
31905,1,2,75,909,186
31906,1,2,60,938,135
31907,1,2,33,310,358
31908,0,0,22,529,438
31909,1,2,56,661,381
31910,1,2,57,855,43
31911,0,0,13,14,328
31912,1,2,5,501,81
31913,1,2,88,845,201
31914,1,2,42,36,149
31915,1,2,10,329,358
31916,1,2,73,0,188
31917,1,2,4,799,403
31918,0,0,25,312,219
31919,1,2,33,184,358
31920,0,0,34,101,360
31921,1,2,0,655,19
31922,0,1,0,10,344
31923,1,1,40,522,282
31924,1,1,77,912,33
31925,1,1,65,153,231
31926,1,2,96,511,7
31927,1,2,93,435,133
31928,1,2,54,365,334
31929,1,2,17,131,308
31930,0,0,13,257,259
31931,1,2,86,906,197
31932,1,2,84,222,308
31933,1,2,78,282,476
31934,1,2,33,906,146
31935,1,2,45,197,313
31936,0,1,4,312,177
31937,1,1,38,726,98
31938,1,1,71,629,480
31939,0,0,41,939,98
31940,1,1,5,643,81
31941,1,1,32,507,35
31942,1,1,86,512,486
31943,0,1,35,67,481
31944,0,0,19,147,106
31945,0,0,26,346,106
31946,1,2,56,23,115
31947,1,2,82,66,289
31948,0,0,72,313,193
31949,1,2,20,184,148
31950,1,2,46,754,161
31951,1,2,73,357,219
31952,1,2,22,613,325
31953,1,2,86,79,92
31954,1,2,19,419,26
31955,1,2,0,30,19
31956,1,2,73,799,310
31957,0,0,81,540,11
31958,0,0,19,469,49
31959,0,0,9,249,384
31960,0,0,66,165,226
31961,0,0,19,540,49
31962,0,0,42,110,150
31963,0,0,58,853,328
31964,1,2,93,124,334
31965,0,0,22,942,279
31966,0,0,41,336,89
31967,1,1,43,935,352
31968,1,1,36,694,444
31969,0,0,24,495,329
31970,1,2,85,41,252
31971,1,1,84,275,229
31972,1,1,69,979,284
31973,1,1,43,330,297
31974,0,0,22,749,452
31975,0,0,88,102,306
31976,0,0,58,610,401
31977,0,1,2,540,494
31978,1,1,43,322,26
31979,0,0,60,953,250
31980,1,2,86,885,26
31981,1,2,33,29,358
31982,1,2,81,216,69
31983,0,0,64,622,64
31984,1,2,20,929,266
31985,1,2,81,123,69
31986,1,2,93,840,357
31987,1,2,81,53,69
31988,1,2,18,15,375
31989,1,1,35,67,492
31990,0,1,71,789,47
31991,0,0,41,62,152
31992,1,2,1,991,82
31993,1,2,3,22,477
31994,1,2,3,152,441
31995,1,2,78,918,480
31996,0,0,88,604,185
31997,1,2,38,396,93
31998,1,2,55,991,18
31999,1,2,33,329,2
32000,1,2,50,390,236
32001,1,2,10,280,117
32002,1,2,39,280,117
32003,1,2,33,991,197
32004,1,2,0,655,19
32005,1,1,53,720,317
32006,1,1,2,112,363
32007,1,1,50,840,229
32008,0,0,34,342,456
32009,0,0,42,894,187
32010,1,2,83,991,198
32011,1,2,93,791,417
32012,0,0,92,864,259
32013,1,2,20,589,403
32014,1,2,9,900,180
32015,0,0,6,317,337
32016,1,2,22,403,275
32017,0,0,0,402,218
32018,1,2,86,310,403
32019,1,2,92,401,4
32020,1,2,59,84,395
32021,1,2,19,28,374
32022,0,0,9,687,248
32023,1,2,96,709,337
32024,0,0,34,359,483
32025,0,0,92,318,112
32026,1,2,57,412,26
32027,0,0,11,581,189
32028,0,0,0,639,124
32029,0,0,27,922,28
32030,1,2,78,909,483
32031,1,2,51,627,255
32032,1,2,45,49,122
32033,1,2,51,254,451
32034,1,2,6,626,103
32035,0,0,0,639,124
32036,1,2,73,727,226
32037,1,2,55,471,49
32038,1,2,42,848,15
32039,1,2,27,207,42
32040,0,0,79,191,457
32041,0,0,0,639,19
32042,0,0,13,403,129
32043,1,2,78,909,483
32044,0,0,0,962,480
32045,1,1,53,517,423
32046,0,1,16,208,274
32047,0,0,34,599,10
32048,0,0,87,392,9
32049,1,2,68,148,32
32050,0,0,53,140,70
32051,1,2,63,570,166
32052,1,2,59,846,269
32053,1,2,8,816,366
32054,1,2,12,74,359
32055,1,2,84,676,55
32056,1,2,46,347,121
32057,1,2,75,625,178
32058,1,1,50,506,85
32059,1,1,8,975,313
32060,1,1,45,460,131
32061,1,1,87,899,319
32062,0,1,88,102,21
32063,1,1,88,15,254
32064,0,0,27,174,491
32065,1,1,87,908,71
32066,1,1,45,772,14
32067,1,1,8,478,180
32068,1,1,32,587,467
32069,1,1,63,26,85
32070,1,1,1,26,197
32071,1,1,6,242,107
32072,1,1,66,207,283
32073,1,1,45,772,14
32074,1,2,95,148,217
32075,1,2,32,769,147
32076,1,2,55,51,293
32077,1,2,51,412,355
32078,1,2,15,475,116
32079,1,2,63,624,275
32080,1,2,82,270,315
32081,1,2,50,482,296
32082,0,0,92,624,114
32083,0,0,0,804,409
32084,0,0,0,309,490
32085,1,2,10,448,453
32086,1,2,32,573,180
32087,1,2,66,207,212
32088,1,2,57,318,112
32089,1,2,15,731,116
32090,1,2,28,251,74
32091,0,0,41,294,3
32092,1,2,96,334,484
32093,1,2,78,406,468
32094,1,2,81,33,53
32095,1,2,23,385,422
32096,1,2,35,383,492
32097,1,2,57,250,422
32098,1,2,33,913,100
32099,1,2,78,406,422
32100,1,2,93,396,60
32101,1,2,81,913,375
32102,1,2,28,251,74
32103,1,2,28,786,74
32104,1,2,81,861,226
32105,0,0,49,174,384
32106,1,2,15,838,32
32107,0,0,22,701,38
32108,1,2,93,508,133
32109,0,0,41,81,449
32110,1,2,49,436,491
32111,1,2,18,157,66
32112,0,0,64,678,240
32113,0,0,81,33,11
32114,0,0,22,81,449
32115,1,2,6,868,280
32116,1,2,33,33,100
32117,0,0,66,165,226
32118,0,0,66,165,226
32119,1,2,95,868,280
32120,1,2,95,826,398
32121,0,0,38,893,3
32122,1,2,95,868,280
32123,1,2,93,43,0
32124,1,2,39,497,362
32125,0,0,79,892,452
32126,1,2,0,739,19
32127,1,2,81,408,209
32128,0,0,41,354,449
32129,1,2,81,408,374
32130,0,0,58,260,132
32131,1,2,18,157,66
32132,1,2,18,57,422
32133,0,0,41,336,449
32134,1,2,78,406,480
32135,1,2,18,0,54
32136,1,2,75,192,488
32137,1,2,32,125,151
32138,1,2,81,364,53
32139,0,0,18,260,478
32140,0,1,65,495,329
32141,1,1,16,948,324
32142,1,1,5,580,16
32143,1,1,40,522,282
32144,1,1,16,426,482
32145,0,0,41,6,449
32146,1,2,32,210,484
32147,0,0,81,801,240
32148,1,2,75,192,488
32149,1,2,31,739,188
32150,1,2,72,183,53
32151,0,0,87,421,9
32152,0,0,0,398,320
32153,1,2,81,33,158
32154,1,2,17,765,64
32155,1,2,38,41,64
32156,0,1,81,133,177
32157,1,1,2,426,482
32158,1,1,88,81,5
32159,0,1,88,81,5
32160,1,1,28,645,5
32161,1,1,9,200,261
32162,0,1,80,353,128
32163,1,1,51,908,1
32164,0,0,80,537,147
32165,1,1,18,248,478
32166,1,1,93,508,133
32167,1,1,53,671,433
32168,0,1,80,632,5
32169,1,2,99,481,242
32170,1,2,96,11,60
32171,1,2,78,250,422
32172,0,0,41,892,449
32173,0,0,41,632,124
32174,1,2,32,868,280
32175,1,2,31,577,69
32176,1,2,97,541,357
32177,0,0,26,354,478
32178,1,2,95,868,280
32179,1,2,95,868,280
32180,1,2,18,527,158
32181,1,2,98,126,368
32182,1,2,64,379,223
32183,0,0,17,622,43
32184,0,0,78,406,240
32185,1,2,52,944,109
32186,0,0,64,801,240
32187,1,2,5,365,81
32188,1,2,12,539,178
32189,1,2,18,395,374
32190,1,2,31,200,101
32191,0,0,81,521,214
32192,1,2,28,786,432
32193,0,0,42,696,149
32194,1,2,20,379,223
32195,1,2,17,628,44
32196,0,0,81,670,69
32197,1,2,81,777,375
32198,0,0,88,604,185
32199,0,0,94,127,243
32200,1,2,18,375,54
32201,1,2,19,147,107
32202,0,0,39,136,104
32203,1,2,18,4,441
32204,1,2,23,105,326
32205,1,2,95,615,128
32206,1,2,66,215,292
32207,0,0,49,533,384
32208,1,2,78,192,480
32209,0,1,24,495,329
32210,1,1,36,600,332
32211,1,1,65,558,424
32212,1,1,36,600,332
32213,1,1,70,162,144
32214,1,2,93,308,488
32215,1,2,93,435,133
32216,1,2,23,960,186
32217,1,2,57,264,50
32218,1,2,17,41,64
32219,1,2,35,779,149
32220,1,2,31,739,188
32221,1,1,32,726,147
32222,1,1,43,464,297
32223,1,1,9,125,128
32224,1,1,14,436,183
32225,0,1,31,636,74
32226,1,1,84,786,432
32227,1,1,93,821,133
32228,1,1,36,849,363
32229,1,1,78,406,480
32230,1,1,84,930,76
32231,0,1,2,558,3
32232,0,1,62,558,385
32233,1,2,78,449,483
32234,1,2,98,708,440
32235,1,2,19,147,54
32236,0,0,49,533,384
32237,1,2,18,237,185
32238,0,0,80,25,360
32239,1,2,33,913,100
32240,0,0,31,550,1
32241,0,0,52,674,6
32242,0,0,12,539,109
32243,1,2,39,122,368
32244,1,2,66,861,226
32245,0,0,41,635,129
32246,1,2,88,500,439
32247,1,2,4,670,219
32248,1,2,38,445,159
32249,1,2,32,44,147
32250,1,2,19,255,466
32251,1,2,57,95,50
32252,0,0,13,950,214
32253,0,0,0,738,157
32254,1,2,86,31,487
32255,1,2,87,888,1
32256,1,2,42,825,149
32257,1,2,74,108,431
32258,0,0,26,677,129
32259,1,2,14,412,355
32260,1,2,57,79,197
32261,0,0,57,95,318
32262,1,2,14,567,212
32263,1,2,93,124,68
32264,0,0,25,917,89
32265,1,2,86,79,7
32266,1,2,47,949,7
32267,0,0,9,125,173
32268,1,2,54,741,334
32269,0,0,80,233,485
32270,1,2,87,550,1
32271,1,2,19,420,367
32272,1,1,70,315,444
32273,1,2,38,434,159
32274,1,2,75,122,178
32275,1,2,57,68,210
32276,1,2,78,805,146
32277,1,1,53,269,135
32278,1,1,2,364,80
32279,1,1,82,839,111
32280,1,1,95,964,304
32281,1,1,2,633,287
32282,1,1,84,275,32
32283,1,1,86,906,105
32284,1,1,93,821,133
32285,1,1,96,99,82
32286,1,1,96,175,133
32287,0,0,62,579,25
32288,0,0,34,359,150
32289,1,2,86,608,374
32290,1,2,98,424,348
32291,1,2,96,799,439
32292,0,0,0,804,409
32293,0,0,82,988,400
32294,1,2,86,79,250
32295,1,2,22,364,80
32296,0,0,62,344,61
32297,1,2,72,727,168
32298,1,2,4,395,394
32299,0,0,95,476,471
32300,1,2,6,452,250
32301,0,0,14,950,227
32302,1,2,93,71,133
32303,0,0,71,925,143
32304,0,0,56,336,61
32305,1,2,78,278,174
32306,0,0,26,663,433
32307,1,2,84,220,380
32308,1,2,51,232,394
32309,1,2,87,340,9
32310,1,2,49,980,119
32311,1,2,57,412,355
32312,0,0,28,214,434
32313,0,0,21,62,134
32314,1,2,4,196,453
32315,1,2,6,598,253
32316,1,2,38,715,223
32317,1,2,8,405,136
32318,1,2,19,107,399
32319,0,0,9,432,226
32320,0,0,28,214,434
32321,0,0,39,261,105
32322,1,2,31,677,141
32323,1,2,56,113,468
32324,1,2,4,500,7
32325,0,0,41,136,259
32326,1,1,16,162,274
32327,1,2,96,50,402
32328,1,2,84,856,88
32329,1,2,89,84,395
32330,1,2,87,340,9
32331,1,1,95,773,339
32332,1,1,90,12,392
32333,1,1,4,527,472
32334,1,1,84,220,380
32335,1,1,60,527,285
32336,1,1,86,690,483
32337,1,1,33,269,358
32338,1,1,87,256,116
32339,0,0,69,677,218
32340,0,0,57,132,218
32341,1,2,32,615,12
32342,0,0,19,469,90
32343,1,2,86,31,487
32344,1,2,86,31,487
32345,0,0,21,947,134
32346,1,2,4,122,67
32347,1,2,82,793,91
32348,1,2,73,175,249
32349,0,0,62,145,281
32350,1,2,46,94,161
32351,0,0,22,343,466
32352,0,0,73,92,287
32353,0,0,41,526,90
32354,1,2,19,152,293
32355,1,2,4,167,345
32356,0,0,90,770,61
32357,1,2,88,171,25
32358,1,2,26,306,175
32359,1,2,19,419,107
32360,1,2,19,469,15
32361,0,0,13,526,90
32362,0,0,73,233,90
32363,0,0,38,411,135
32364,0,0,64,419,433
32365,1,2,4,650,176
32366,0,0,13,377,214
32367,0,0,13,14,193
32368,1,2,33,500,148
32369,0,0,13,14,193
32370,1,2,86,92,287
32371,1,2,88,845,201
32372,1,2,86,31,487
32373,0,0,19,586,90
32374,1,2,96,105,219
32375,0,0,78,962,10
32376,1,2,87,2,141
32377,1,2,74,967,160
32378,1,2,93,469,334
32379,1,2,74,967,160
32380,0,0,21,193,134
32381,1,2,93,541,253
32382,1,2,86,79,197
32383,0,0,62,572,321
32384,1,2,82,66,24
32385,1,2,57,497,355
32386,1,2,74,909,0
32387,1,2,5,201,443
32388,1,2,15,999,181
32389,0,0,72,890,168
32390,0,0,41,526,90
32391,1,2,93,541,133
32392,0,0,80,677,360
32393,1,2,66,243,57
32394,1,2,32,926,241
32395,0,0,71,565,143
32396,0,0,71,24,143
32397,1,2,99,432,406
32398,0,0,22,193,166
32399,1,2,82,832,445
32400,0,0,22,647,216
32401,0,0,49,586,227
32402,0,0,22,150,216
32403,1,1,70,955,23
32404,1,1,65,456,410
32405,1,1,70,920,144
32406,1,1,65,601,424
32407,0,0,13,952,281
32408,1,2,20,184,13
32409,1,2,57,918,284
32410,0,0,89,499,207
32411,1,2,55,990,70
32412,0,0,34,869,143
32413,1,2,38,290,199
32414,1,1,10,112,363
32415,1,1,60,330,297
32416,1,1,70,328,194
32417,1,1,93,506,334
32418,1,1,36,90,24
32419,1,1,90,12,430
32420,1,1,94,636,322
32421,1,1,27,111,141
32422,0,0,0,439,3
32423,1,1,69,752,284
32424,1,1,88,964,201
32425,1,1,0,439,252
32426,0,1,2,558,89
32427,0,1,27,111,141
32428,1,1,14,643,16
32429,1,1,74,741,493
32430,1,2,33,329,91
32431,1,2,88,845,201
32432,1,2,71,484,143
32433,1,2,82,787,445
32434,1,2,38,4,125
32435,1,2,56,999,293
32436,0,0,73,194,293
32437,0,0,72,572,446
32438,1,2,33,381,358
32439,0,0,92,564,338
32440,0,0,57,314,318
32441,0,0,79,323,215
32442,1,2,72,731,168
32443,1,2,49,856,491
32444,0,0,41,323,129
32445,0,0,49,980,119
32446,1,2,49,980,119
32447,0,0,14,409,491
32448,1,2,96,446,402
32449,1,1,96,859,474
32450,0,1,60,395,328
32451,1,2,33,445,93
32452,1,1,44,100,111
32453,0,0,88,339,306
32454,1,1,37,512,286
32455,1,1,66,270,396
32456,1,1,63,681,496
32457,1,2,63,26,465
32458,0,0,11,326,21
32459,1,2,11,453,206
32460,1,2,63,390,236
32461,0,0,11,5,213
32462,1,2,29,72,236
32463,0,0,11,253,21
32464,0,0,11,504,271
32465,1,1,37,521,224
32466,0,1,11,679,21
32467,1,1,83,908,224
32468,0,0,11,610,401
